,detected_entity,brand_id,model_id,year,ybm_id,org_id
32264,MATRIX,0,221,0,0,280681.0
32265,MATRIX,0,221,0,0,280684.0
32266,MATRIX,0,221,0,0,280688.0
32267,MATRIX,0,221,0,0,280708.0
32268,MATRIX,0,221,0,0,280712.0
32269,MATRIX,0,221,2004,0,280714.0
32270,MATRIX,0,221,0,0,280718.0
32271,MATRIX,0,221,0,0,280722.0
32272,MATRIX,0,221,0,0,280724.0
32273,MATRIX,0,221,0,0,280726.0
32274,MATRIX,0,221,0,0,280730.0
32275,MATRIX,0,221,0,0,280733.0
32276,MATRIX,0,221,0,0,280734.0
32277,MATRIX,0,221,0,0,280738.0
32278,MATRIX,0,221,2010,0,283670.0
32279,MATRIX,0,221,0,0,284076.0
32280,MATRIX,0,221,0,0,284124.0
32281,MATRIX,0,221,0,0,284329.0
32282,MATRIX,0,221,0,0,292055.0
32283,MATRIX,0,221,0,0,293364.0
32284,MATRIX,0,221,0,0,294574.0
32285,MATRIX,0,221,0,0,294614.0
32286,MAXIMA,0,222,0,0,4947.0
32287,MAXIMA,0,222,2005,0,5268.0
32288,MAXIMA,0,222,2004,0,5469.0
32289,MAXIMA,0,222,0,0,5474.0
32290,MAXIMA,0,222,0,0,5905.0
32291,MAXIMA,0,222,0,0,6145.0
32292,MAXIMA,0,222,0,0,6155.0
32293,MAXIMA,0,222,2004,0,6184.0
32294,MAXIMA,0,222,0,0,6213.0
32295,MAXIMA,0,222,0,0,6298.0
32296,MAXIMA,0,222,0,0,7729.0
32297,MAXIMA,0,222,0,0,9527.0
32298,MAXIMA,0,222,0,0,10020.0
32299,MAXIMA,0,222,0,0,14285.0
32300,MAXIMA,0,222,2007,0,14325.0
32301,MAXIMA,0,222,0,0,15136.0
32302,MAXIMA,0,222,0,0,16273.0
32303,MAXIMA,0,222,0,0,16290.0
32304,MAXIMA,0,222,0,0,16613.0
32305,MAXIMA,0,222,0,0,24098.0
32306,MAXIMA,0,222,0,0,27226.0
32307,MAXIMA,0,222,2004,0,36508.0
32308,MAXIMA,0,222,0,0,40996.0
32309,MAXIMA,0,222,0,0,43935.0
32310,MAXIMA,0,222,0,0,47166.0
32311,MAXIMA,0,222,0,0,52927.0
32312,MAXIMA,0,222,0,0,54382.0
32313,MAXIMA,0,222,0,0,59700.0
32314,MAXIMA,0,222,0,0,63076.0
32315,MAXIMA,0,222,2008,0,66563.0
32316,MAXIMA,0,222,0,0,66570.0
32317,MAXIMA,0,222,0,0,79482.0
32318,MAXIMA,0,222,0,0,88104.0
32319,MAXIMA,0,222,0,0,91097.0
32320,MAXIMA,0,222,0,0,92930.0
32321,MAXIMA,0,222,0,0,110364.0
32322,MAXIMA,0,222,0,0,110752.0
32323,MAXIMA,0,222,0,0,110948.0
32324,MAXIMA,0,222,0,0,111231.0
32325,MAXIMA,0,222,2006,0,111574.0
32326,MAXIMA,0,222,0,0,111610.0
32327,MAXIMA,0,222,0,0,111686.0
32328,MAXIMA,0,222,0,0,112552.0
32329,MAXIMA,0,222,0,0,112588.0
32330,MAXIMA,0,222,0,0,112647.0
32331,MAXIMA,0,222,2002,0,113053.0
32332,MAXIMA,0,222,0,0,113344.0
32333,MAXIMA,0,222,0,0,113410.0
32334,MAXIMA,0,222,0,0,113761.0
32335,MAXIMA,0,222,0,0,113764.0
32336,MAXIMA,0,222,0,0,114126.0
32337,MAXIMA,0,222,2004,0,114143.0
32338,MAXIMA,0,222,0,0,117046.0
32339,MAXIMA,0,222,0,0,117281.0
32340,MAXIMA,0,222,0,0,117745.0
32341,MAXIMA,0,222,0,0,118083.0
32342,MAXIMA,0,222,0,0,120346.0
32343,MAXIMA,0,222,0,0,121053.0
32344,MAXIMA,0,222,0,0,124542.0
32345,MAXIMA,0,222,0,0,125503.0
32346,MAXIMA,0,222,0,0,130473.0
32347,MAXIMA,0,222,0,0,130973.0
32348,MAXIMA,0,222,0,0,131162.0
32349,MAXIMA,0,222,0,0,134697.0
32350,MAXIMA,0,222,0,0,135862.0
32351,MAXIMA,0,222,0,0,137563.0
32352,MAXIMA,0,222,0,0,139460.0
32353,MAXIMA,0,222,0,0,139957.0
32354,MAXIMA,0,222,0,0,141827.0
32355,MAXIMA,0,222,0,0,142096.0
32356,MAXIMA,0,222,0,0,143370.0
32357,MAXIMA,0,222,0,0,143724.0
32358,MAXIMA,0,222,0,0,146417.0
32359,MAXIMA,0,222,0,0,146513.0
32360,MAXIMA,0,222,0,0,146979.0
32361,MAXIMA,0,222,2009,0,147650.0
32362,MAXIMA,0,222,0,0,147983.0
32363,MAXIMA,0,222,0,0,147986.0
32364,MAXIMA,0,222,2007,0,148069.0
32365,MAXIMA,0,222,0,0,148216.0
32366,MAXIMA,0,222,0,0,148571.0
32367,MAXIMA,0,222,0,0,148602.0
32368,MAXIMA,0,222,0,0,148746.0
32369,MAXIMA,0,222,0,0,149121.0
32370,MAXIMA,0,222,0,0,149166.0
32371,MAXIMA,0,222,0,0,149186.0
32372,MAXIMA,0,222,0,0,149323.0
32373,MAXIMA,0,222,0,0,149330.0
32374,MAXIMA,0,222,0,0,149334.0
32375,MAXIMA,0,222,0,0,149347.0
32376,MAXIMA,0,222,0,0,149357.0
32377,MAXIMA,0,222,0,0,149653.0
32378,MAXIMA,0,222,0,0,152748.0
32379,MAXIMA,0,222,2005,0,156317.0
32380,MAXIMA,0,222,0,0,160307.0
32381,MAXIMA,0,222,0,0,162570.0
32382,MAXIMA,0,222,0,0,163098.0
32383,MAXIMA,0,222,0,0,163947.0
32384,MAXIMA,0,222,0,0,170643.0
32385,MAXIMA,0,222,0,0,171190.0
32386,MAXIMA,0,222,0,0,171530.0
32387,MAXIMA,0,222,0,0,171561.0
32388,MAXIMA,0,222,2005,0,173395.0
32389,MAXIMA,0,222,0,0,178683.0
32390,MAXIMA,0,222,0,0,179764.0
32391,MAXIMA,0,222,0,0,179935.0
32392,MAXIMA,0,222,0,0,182256.0
32393,MAXIMA,0,222,0,0,183069.0
32394,MAXIMA,0,222,0,0,186090.0
32395,MAXIMA,0,222,0,0,186098.0
32396,MAXIMA,0,222,0,0,186206.0
32397,MAXIMA,0,222,0,0,187334.0
32398,MAXIMA,0,222,0,0,187422.0
32399,MAXIMA,0,222,0,0,188543.0
32400,MAXIMA,0,222,0,0,188744.0
32401,MAXIMA,0,222,0,0,191150.0
32402,MAXIMA,0,222,0,0,191569.0
32403,MAXIMA,0,222,0,0,206729.0
32404,MAXIMA,0,222,0,0,207068.0
32405,MAXIMA,0,222,2003,0,207156.0
32406,MAXIMA,0,222,0,0,211063.0
32407,MAXIMA,0,222,0,0,212257.0
32408,MAXIMA,0,222,2004,0,212970.0
32409,MAXIMA,0,222,2004,0,213659.0
32410,MAXIMA,0,222,0,0,214224.0
32411,MAXIMA,0,222,2010,0,214226.0
32412,MAXIMA,0,222,2008,0,214250.0
32413,MAXIMA,0,222,2009,0,214356.0
32414,MAXIMA,0,222,0,0,214533.0
32415,MAXIMA,0,222,2006,0,214538.0
32416,MAXIMA,0,222,0,0,214637.0
32417,MAXIMA,0,222,0,0,214900.0
32418,MAXIMA,0,222,0,0,214901.0
32419,MAXIMA,0,222,0,0,214909.0
32420,MAXIMA,0,222,0,0,214919.0
32421,MAXIMA,0,222,0,0,214968.0
32422,MAXIMA,0,222,0,0,214984.0
32423,MAXIMA,0,222,0,0,214990.0
32424,MAXIMA,0,222,0,0,215005.0
32425,MAXIMA,0,222,0,0,215016.0
32426,MAXIMA,0,222,0,0,215022.0
32427,MAXIMA,0,222,0,0,215034.0
32428,MAXIMA,0,222,0,0,215182.0
32429,MAXIMA,0,222,0,0,215241.0
32430,MAXIMA,0,222,0,0,215469.0
32431,MAXIMA,0,222,0,0,215504.0
32432,MAXIMA,0,222,0,0,215539.0
32433,MAXIMA,0,222,0,0,215546.0
32434,MAXIMA,0,222,0,0,215567.0
32435,MAXIMA,0,222,0,0,215577.0
32436,MAXIMA,0,222,0,0,215603.0
32437,MAXIMA,0,222,0,0,215604.0
32438,MAXIMA,0,222,2002,0,216212.0
32439,MAXIMA,0,222,0,0,216230.0
32440,MAXIMA,0,222,2004,0,216246.0
32441,MAXIMA,0,222,0,0,216263.0
32442,MAXIMA,0,222,0,0,216570.0
32443,MAXIMA,0,222,0,0,216572.0
32444,MAXIMA,0,222,0,0,216588.0
32445,MAXIMA,0,222,0,0,216602.0
32446,MAXIMA,0,222,0,0,216660.0
32447,MAXIMA,0,222,0,0,216694.0
32448,MAXIMA,0,222,0,0,216722.0
32449,MAXIMA,0,222,0,0,217448.0
32450,MAXIMA,0,222,0,0,217490.0
32451,MAXIMA,0,222,0,0,218957.0
32452,MAXIMA,0,222,2013,0,219646.0
32453,MAXIMA,0,222,2013,0,219647.0
32454,MAXIMA,0,222,2012,0,219652.0
32455,MAXIMA,0,222,2012,0,219653.0
32456,MAXIMA,0,222,2012,0,219654.0
32457,MAXIMA,0,222,0,0,219655.0
32458,MAXIMA,0,222,2009,0,219656.0
32459,MAXIMA,0,222,0,0,219659.0
32460,MAXIMA,0,222,0,0,219660.0
32461,MAXIMA,0,222,0,0,219661.0
32462,MAXIMA,0,222,0,0,219675.0
32463,MAXIMA,0,222,0,0,219677.0
32464,MAXIMA,0,222,0,0,219680.0
32465,MAXIMA,0,222,2011,0,219681.0
32466,MAXIMA,0,222,2011,0,219682.0
32467,MAXIMA,0,222,0,0,219685.0
32468,MAXIMA,0,222,0,0,219686.0
32469,MAXIMA,0,222,2011,0,219688.0
32470,MAXIMA,0,222,2011,0,219689.0
32471,MAXIMA,0,222,2010,0,219701.0
32472,MAXIMA,0,222,2010,0,219705.0
32473,MAXIMA,0,222,0,0,219706.0
32474,MAXIMA,0,222,0,0,219711.0
32475,MAXIMA,0,222,0,0,219712.0
32476,MAXIMA,0,222,0,0,219715.0
32477,MAXIMA,0,222,0,0,219722.0
32478,MAXIMA,0,222,0,0,219725.0
32479,MAXIMA,0,222,2010,0,219727.0
32480,MAXIMA,0,222,0,0,219728.0
32481,MAXIMA,0,222,0,0,219729.0
32482,MAXIMA,0,222,0,0,219735.0
32483,MAXIMA,0,222,0,0,219737.0
32484,MAXIMA,0,222,2010,0,219739.0
32485,MAXIMA,0,222,0,0,219740.0
32486,MAXIMA,0,222,2010,0,219743.0
32487,MAXIMA,0,222,0,0,219744.0
32488,MAXIMA,0,222,0,0,219746.0
32489,MAXIMA,0,222,2010,0,219747.0
32490,MAXIMA,0,222,2007,0,219749.0
32491,MAXIMA,0,222,0,0,219751.0
32492,MAXIMA,0,222,0,0,219753.0
32493,MAXIMA,0,222,0,0,219756.0
32494,MAXIMA,0,222,2010,0,219757.0
32495,MAXIMA,0,222,2010,0,219758.0
32496,MAXIMA,0,222,2010,0,219761.0
32497,MAXIMA,0,222,2010,0,219762.0
32498,MAXIMA,0,222,0,0,219763.0
32499,MAXIMA,0,222,0,0,219766.0
32500,MAXIMA,0,222,2010,0,219767.0
32501,MAXIMA,0,222,2010,0,219769.0
32502,MAXIMA,0,222,0,0,219770.0
32503,MAXIMA,0,222,0,0,219771.0
32504,MAXIMA,0,222,0,0,219809.0
32505,MAXIMA,0,222,0,0,219810.0
32506,MAXIMA,0,222,0,0,219812.0
32507,MAXIMA,0,222,0,0,219813.0
32508,MAXIMA,0,222,2009,0,219814.0
32509,MAXIMA,0,222,2009,0,219817.0
32510,MAXIMA,0,222,0,0,219822.0
32511,MAXIMA,0,222,0,0,219823.0
32512,MAXIMA,0,222,0,0,219824.0
32513,MAXIMA,0,222,0,0,219825.0
32514,MAXIMA,0,222,0,0,219826.0
32515,MAXIMA,0,222,0,0,219828.0
32516,MAXIMA,0,222,0,0,219832.0
32517,MAXIMA,0,222,0,0,219835.0
32518,MAXIMA,0,222,0,0,219837.0
32519,MAXIMA,0,222,0,0,219838.0
32520,MAXIMA,0,222,0,0,219839.0
32521,MAXIMA,0,222,0,0,219841.0
32522,MAXIMA,0,222,2003,0,219842.0
32523,MAXIMA,0,222,0,0,219845.0
32524,MAXIMA,0,222,0,0,219847.0
32525,MAXIMA,0,222,0,0,219849.0
32526,MAXIMA,0,222,0,0,219850.0
32527,MAXIMA,0,222,0,0,219852.0
32528,MAXIMA,0,222,2009,0,219857.0
32529,MAXIMA,0,222,0,0,219858.0
32530,MAXIMA,0,222,0,0,219859.0
32531,MAXIMA,0,222,0,0,219860.0
32532,MAXIMA,0,222,0,0,219864.0
32533,MAXIMA,0,222,2009,0,219865.0
32534,MAXIMA,0,222,2009,0,219866.0
32535,MAXIMA,0,222,0,0,219870.0
32536,MAXIMA,0,222,0,0,219871.0
32537,MAXIMA,0,222,2008,0,219873.0
32538,MAXIMA,0,222,0,0,219876.0
32539,MAXIMA,0,222,2009,0,219946.0
32540,MAXIMA,0,222,2008,0,219947.0
32541,MAXIMA,0,222,2012,0,219951.0
32542,MAXIMA,0,222,2008,0,219952.0
32543,MAXIMA,0,222,2008,0,219954.0
32544,MAXIMA,0,222,0,0,219955.0
32545,MAXIMA,0,222,0,0,219956.0
32546,MAXIMA,0,222,0,0,219959.0
32547,MAXIMA,0,222,0,0,219964.0
32548,MAXIMA,0,222,0,0,219967.0
32549,MAXIMA,0,222,2007,0,220033.0
32550,MAXIMA,0,222,2005,0,220039.0
32551,MAXIMA,0,222,2004,0,220041.0
32552,MAXIMA,0,222,0,0,220046.0
32553,MAXIMA,0,222,2007,0,220047.0
32554,MAXIMA,0,222,0,0,220049.0
32555,MAXIMA,0,222,2002,0,220050.0
32556,MAXIMA,0,222,0,0,220051.0
32557,MAXIMA,0,222,0,0,220053.0
32558,MAXIMA,0,222,0,0,220054.0
32559,MAXIMA,0,222,0,0,220056.0
32560,MAXIMA,0,222,0,0,220064.0
32561,MAXIMA,0,222,2007,0,220065.0
32562,MAXIMA,0,222,2007,0,220066.0
32563,MAXIMA,0,222,0,0,220069.0
32564,MAXIMA,0,222,0,0,220073.0
32565,MAXIMA,0,222,0,0,220075.0
32566,MAXIMA,0,222,2007,0,220078.0
32567,MAXIMA,0,222,0,0,220184.0
32568,MAXIMA,0,222,2006,0,220185.0
32569,MAXIMA,0,222,2006,0,220188.0
32570,MAXIMA,0,222,0,0,220192.0
32571,MAXIMA,0,222,0,0,220195.0
32572,MAXIMA,0,222,0,0,220200.0
32573,MAXIMA,0,222,0,0,220204.0
32574,MAXIMA,0,222,0,0,220208.0
32575,MAXIMA,0,222,0,0,220212.0
32576,MAXIMA,0,222,0,0,220214.0
32577,MAXIMA,0,222,2005,0,220325.0
32578,MAXIMA,0,222,0,0,220326.0
32579,MAXIMA,0,222,0,0,220327.0
32580,MAXIMA,0,222,0,0,220328.0
32581,MAXIMA,0,222,0,0,220329.0
32582,MAXIMA,0,222,2005,0,220331.0
32583,MAXIMA,0,222,0,0,220333.0
32584,MAXIMA,0,222,2005,0,220337.0
32585,MAXIMA,0,222,2005,0,220338.0
32586,MAXIMA,0,222,0,0,220341.0
32587,MAXIMA,0,222,0,0,220345.0
32588,MAXIMA,0,222,0,0,220354.0
32589,MAXIMA,0,222,0,0,220355.0
32590,MAXIMA,0,222,2004,0,220359.0
32591,MAXIMA,0,222,0,0,220364.0
32592,MAXIMA,0,222,0,0,220370.0
32593,MAXIMA,0,222,0,0,220371.0
32594,MAXIMA,0,222,0,0,220375.0
32595,MAXIMA,0,222,0,0,220378.0
32596,MAXIMA,0,222,0,0,220379.0
32597,MAXIMA,0,222,0,0,220380.0
32598,MAXIMA,0,222,0,0,220381.0
32599,MAXIMA,0,222,0,0,220382.0
32600,MAXIMA,0,222,0,0,220384.0
32601,MAXIMA,0,222,0,0,220385.0
32602,MAXIMA,0,222,0,0,220389.0
32603,MAXIMA,0,222,0,0,220391.0
32604,MAXIMA,0,222,0,0,220393.0
32605,MAXIMA,0,222,0,0,220394.0
32606,MAXIMA,0,222,0,0,220401.0
32607,MAXIMA,0,222,0,0,220402.0
32608,MAXIMA,0,222,0,0,220403.0
32609,MAXIMA,0,222,0,0,220416.0
32610,MAXIMA,0,222,2005,0,220418.0
32611,MAXIMA,0,222,0,0,220419.0
32612,MAXIMA,0,222,0,0,220420.0
32613,MAXIMA,0,222,0,0,220422.0
32614,MAXIMA,0,222,0,0,220427.0
32615,MAXIMA,0,222,0,0,220434.0
32616,MAXIMA,0,222,2005,0,220436.0
32617,MAXIMA,0,222,0,0,220442.0
32618,MAXIMA,0,222,2005,0,220444.0
32619,MAXIMA,0,222,2005,0,220445.0
32620,MAXIMA,0,222,0,0,220632.0
32621,MAXIMA,0,222,0,0,220635.0
32622,MAXIMA,0,222,0,0,220636.0
32623,MAXIMA,0,222,0,0,220637.0
32624,MAXIMA,0,222,0,0,220639.0
32625,MAXIMA,0,222,0,0,220644.0
32626,MAXIMA,0,222,0,0,220647.0
32627,MAXIMA,0,222,0,0,220648.0
32628,MAXIMA,0,222,0,0,220652.0
32629,MAXIMA,0,222,0,0,220653.0
32630,MAXIMA,0,222,0,0,220658.0
32631,MAXIMA,0,222,0,0,220662.0
32632,MAXIMA,0,222,2004,0,220663.0
32633,MAXIMA,0,222,0,0,220664.0
32634,MAXIMA,0,222,0,0,220666.0
32635,MAXIMA,0,222,0,0,220669.0
32636,MAXIMA,0,222,0,0,220672.0
32637,MAXIMA,0,222,2004,0,220676.0
32638,MAXIMA,0,222,0,0,220678.0
32639,MAXIMA,0,222,0,0,220681.0
32640,MAXIMA,0,222,0,0,220686.0
32641,MAXIMA,0,222,0,0,220695.0
32642,MAXIMA,0,222,0,0,220696.0
32643,MAXIMA,0,222,0,0,220698.0
32644,MAXIMA,0,222,0,0,220709.0
32645,MAXIMA,0,222,0,0,220711.0
32646,MAXIMA,0,222,0,0,220717.0
32647,MAXIMA,0,222,0,0,220722.0
32648,MAXIMA,0,222,2004,0,220724.0
32649,MAXIMA,0,222,0,0,220726.0
32650,MAXIMA,0,222,0,0,220731.0
32651,MAXIMA,0,222,0,0,220733.0
32652,MAXIMA,0,222,2004,0,220734.0
32653,MAXIMA,0,222,0,0,220735.0
32654,MAXIMA,0,222,0,0,220739.0
32655,MAXIMA,0,222,0,0,220743.0
32656,MAXIMA,0,222,0,0,220746.0
32657,MAXIMA,0,222,2004,0,220749.0
32658,MAXIMA,0,222,0,0,220760.0
32659,MAXIMA,0,222,0,0,220765.0
32660,MAXIMA,0,222,0,0,220766.0
32661,MAXIMA,0,222,0,0,220767.0
32662,MAXIMA,0,222,0,0,220776.0
32663,MAXIMA,0,222,2004,0,220777.0
32664,MAXIMA,0,222,2004,0,220778.0
32665,MAXIMA,0,222,0,0,220783.0
32666,MAXIMA,0,222,0,0,220788.0
32667,MAXIMA,0,222,0,0,220789.0
32668,MAXIMA,0,222,0,0,220799.0
32669,MAXIMA,0,222,2004,0,220804.0
32670,MAXIMA,0,222,0,0,220821.0
32671,MAXIMA,0,222,0,0,220824.0
32672,MAXIMA,0,222,2004,0,220829.0
32673,MAXIMA,0,222,0,0,220833.0
32674,MAXIMA,0,222,2004,0,220834.0
32675,MAXIMA,0,222,0,0,220840.0
32676,MAXIMA,0,222,0,0,220842.0
32677,MAXIMA,0,222,2003,0,221217.0
32678,MAXIMA,0,222,0,0,221222.0
32679,MAXIMA,0,222,2002,0,221226.0
32680,MAXIMA,0,222,0,0,221228.0
32681,MAXIMA,0,222,0,0,221235.0
32682,MAXIMA,0,222,0,0,221248.0
32683,MAXIMA,0,222,0,0,221253.0
32684,MAXIMA,0,222,0,0,221256.0
32685,MAXIMA,0,222,0,0,221261.0
32686,MAXIMA,0,222,0,0,221262.0
32687,MAXIMA,0,222,0,0,221264.0
32688,MAXIMA,0,222,0,0,221265.0
32689,MAXIMA,0,222,0,0,221267.0
32690,MAXIMA,0,222,0,0,221268.0
32691,MAXIMA,0,222,0,0,221280.0
32692,MAXIMA,0,222,0,0,221282.0
32693,MAXIMA,0,222,0,0,221285.0
32694,MAXIMA,0,222,0,0,221288.0
32695,MAXIMA,0,222,0,0,221290.0
32696,MAXIMA,0,222,0,0,221292.0
32697,MAXIMA,0,222,0,0,221294.0
32698,MAXIMA,0,222,0,0,221298.0
32699,MAXIMA,0,222,2003,0,221311.0
32700,MAXIMA,0,222,2002,0,221535.0
32701,MAXIMA,0,222,0,0,221538.0
32702,MAXIMA,0,222,0,0,221546.0
32703,MAXIMA,0,222,0,0,221552.0
32704,MAXIMA,0,222,0,0,221556.0
32705,MAXIMA,0,222,2004,0,221558.0
32706,MAXIMA,0,222,2002,0,221566.0
32707,MAXIMA,0,222,2002,0,221570.0
32708,MAXIMA,0,222,0,0,221572.0
32709,MAXIMA,0,222,2002,0,221573.0
32710,MAXIMA,0,222,0,0,221575.0
32711,MAXIMA,0,222,0,0,221579.0
32712,MAXIMA,0,222,0,0,221580.0
32713,MAXIMA,0,222,0,0,221582.0
32714,MAXIMA,0,222,0,0,221583.0
32715,MAXIMA,0,222,0,0,221585.0
32716,MAXIMA,0,222,0,0,221588.0
32717,MAXIMA,0,222,0,0,221590.0
32718,MAXIMA,0,222,0,0,221591.0
32719,MAXIMA,0,222,0,0,221592.0
32720,MAXIMA,0,222,0,0,221593.0
32721,MAXIMA,0,222,0,0,221595.0
32722,MAXIMA,0,222,0,0,221598.0
32723,MAXIMA,0,222,0,0,221605.0
32724,MAXIMA,0,222,2002,0,221606.0
32725,MAXIMA,0,222,2002,0,221610.0
32726,MAXIMA,0,222,0,0,221612.0
32727,MAXIMA,0,222,2002,0,221614.0
32728,MAXIMA,0,222,0,0,221615.0
32729,MAXIMA,0,222,0,0,221617.0
32730,MAXIMA,0,222,0,0,221621.0
32731,MAXIMA,0,222,0,0,221623.0
32732,MAXIMA,0,222,0,0,221627.0
32733,MAXIMA,0,222,0,0,221630.0
32734,MAXIMA,0,222,0,0,221635.0
32735,MAXIMA,0,222,2002,0,221639.0
32736,MAXIMA,0,222,0,0,221640.0
32737,MAXIMA,0,222,2002,0,221641.0
32738,MAXIMA,0,222,0,0,221642.0
32739,MAXIMA,0,222,0,0,221645.0
32740,MAXIMA,0,222,2002,0,221647.0
32741,MAXIMA,0,222,0,0,221648.0
32742,MAXIMA,0,222,2002,0,221651.0
32743,MAXIMA,0,222,2002,0,221657.0
32744,MAXIMA,0,222,0,0,221658.0
32745,MAXIMA,0,222,2002,0,221659.0
32746,MAXIMA,0,222,0,0,221662.0
32747,MAXIMA,0,222,0,0,221663.0
32748,MAXIMA,0,222,0,0,221666.0
32749,MAXIMA,0,222,0,0,221667.0
32750,MAXIMA,0,222,0,0,221668.0
32751,MAXIMA,0,222,0,0,221669.0
32752,MAXIMA,0,222,0,0,221672.0
32753,MAXIMA,0,222,0,0,221673.0
32754,MAXIMA,0,222,2005,0,222770.0
32755,MAXIMA,0,222,0,0,222939.0
32756,MAXIMA,0,222,0,0,223132.0
32757,MAXIMA,0,222,0,0,223192.0
32758,MAXIMA,0,222,0,0,223203.0
32759,MAXIMA,0,222,0,0,223237.0
32760,MAXIMA,0,222,0,0,223244.0
32761,MAXIMA,0,222,0,0,223260.0
32762,MAXIMA,0,222,0,0,223360.0
32763,MAXIMA,0,222,2004,0,223396.0
32764,MAXIMA,0,222,0,0,223402.0
32765,MAXIMA,0,222,0,0,223491.0
32766,MAXIMA,0,222,0,0,223634.0
32767,MAXIMA,0,222,0,0,223642.0
32768,MAXIMA,0,222,0,0,223735.0
32769,MAXIMA,0,222,0,0,223811.0
32770,MAXIMA,0,222,0,0,224095.0
32771,MAXIMA,0,222,0,0,224313.0
32772,MAXIMA,0,222,0,0,224351.0
32773,MAXIMA,0,222,0,0,224383.0
32774,MAXIMA,0,222,0,0,224389.0
32775,MAXIMA,0,222,0,0,224404.0
32776,MAXIMA,0,222,0,0,224416.0
32777,MAXIMA,0,222,0,0,224418.0
32778,MAXIMA,0,222,0,0,224445.0
32779,MAXIMA,0,222,0,0,224469.0
32780,MAXIMA,0,222,0,0,224499.0
32781,MAXIMA,0,222,0,0,224755.0
32782,MAXIMA,0,222,0,0,224901.0
32783,MAXIMA,0,222,0,0,225282.0
32784,MAXIMA,0,222,0,0,226579.0
32785,MAXIMA,0,222,0,0,226625.0
32786,MAXIMA,0,222,2004,0,226807.0
32787,MAXIMA,0,222,0,0,226825.0
32788,MAXIMA,0,222,0,0,226857.0
32789,MAXIMA,0,222,0,0,226938.0
32790,MAXIMA,0,222,2007,0,227698.0
32791,MAXIMA,0,222,0,0,228213.0
32792,MAXIMA,0,222,2005,0,228239.0
32793,MAXIMA,0,222,0,0,228346.0
32794,MAXIMA,0,222,0,0,228448.0
32795,MAXIMA,0,222,0,0,228870.0
32796,MAXIMA,0,222,0,0,230708.0
32797,MAXIMA,0,222,0,0,230881.0
32798,MAXIMA,0,222,0,0,230910.0
32799,MAXIMA,0,222,0,0,231749.0
32800,MAXIMA,0,222,0,0,231891.0
32801,MAXIMA,0,222,0,0,231894.0
32802,MAXIMA,0,222,0,0,237766.0
32803,MAXIMA,0,222,0,0,239613.0
32804,MAXIMA,0,222,0,0,240210.0
32805,MAXIMA,0,222,0,0,244666.0
32806,MAXIMA,0,222,0,0,247716.0
32807,MAXIMA,0,222,0,0,248640.0
32808,MAXIMA,0,222,0,0,250147.0
32809,MAXIMA,0,222,0,0,257751.0
32810,MAXIMA,0,222,0,0,260013.0
32811,MAXIMA,0,222,2002,0,260041.0
32812,MAXIMA,0,222,0,0,260262.0
32813,MAXIMA,0,222,0,0,260531.0
32814,MAXIMA,0,222,0,0,260763.0
32815,MAXIMA,0,222,0,0,261845.0
32816,MAXIMA,0,222,0,0,264926.0
32817,MAXIMA,0,222,2002,0,264929.0
32818,MAXIMA,0,222,0,0,264930.0
32819,MAXIMA,0,222,2002,0,266154.0
32820,MAXIMA,0,222,0,0,267573.0
32821,MAXIMA,0,222,2004,0,267578.0
32822,MAXIMA,0,222,0,0,268366.0
32823,MAXIMA,0,222,0,0,268452.0
32824,MAXIMA,0,222,0,0,268518.0
32825,MAXIMA,0,222,2003,0,269143.0
32826,MAXIMA,0,222,0,0,270464.0
32827,MAXIMA,0,222,0,0,271069.0
32828,MAXIMA,0,222,0,0,272420.0
32829,MAXIMA,0,222,0,0,272735.0
32830,MAXIMA,0,222,0,0,273004.0
32831,MAXIMA,0,222,0,0,273186.0
32832,MAXIMA,0,222,0,0,278888.0
32833,MAXIMA,0,222,2002,0,288847.0
32834,MAXIMA,0,222,0,0,291009.0
32835,MAXIMA,0,222,0,0,292658.0
32836,MAXIMA,0,222,0,0,293110.0
32837,MAXIMA,0,222,0,0,293766.0
32838,MAXIMA,0,222,0,0,298196.0
32839,MAXIMA,0,222,0,0,299681.0
32840,MAXIMA,0,222,2004,0,299922.0
32841,MAXIMA,0,222,2004,0,299966.0
32842,MAXIMA,0,222,0,0,300724.0
32843,MAXIMA,0,222,0,0,301530.0
32844,MAXIMA,0,222,0,0,305605.0
32845,MAXIMA,0,222,0,0,306690.0
32846,MAZDA2,0,223,0,0,183056.0
32847,MAZDA3,0,224,0,0,91974.0
32848,MAZDA3,0,224,0,0,136288.0
32849,MAZDA3,0,224,0,0,183147.0
32850,MAZDA3,0,224,0,0,183151.0
32851,MAZDA3,0,224,2008,0,183320.0
32852,MAZDA3,0,224,2010,0,183321.0
32853,MAZDA3,0,224,2008,0,183347.0
32854,MAZDA3,0,224,0,0,183351.0
32855,MAZDA3,0,224,0,0,183774.0
32856,MAZDA3,0,224,0,0,183785.0
32857,MAZDA3,0,224,2008,0,183798.0
32858,MAZDA3,0,224,0,0,183948.0
32859,MAZDA3,0,224,0,0,183977.0
32860,MAZDA3,0,224,0,0,184002.0
32861,MAZDA3,0,224,0,0,184010.0
32862,MAZDA3,0,224,0,0,184016.0
32863,MAZDA3,0,224,0,0,184017.0
32864,MAZDA3,0,224,0,0,184191.0
32865,MAZDA3,0,224,0,0,184204.0
32866,MAZDA3,0,224,0,0,184243.0
