,detected_entity,brand_id,model_id,year,ybm_id,org_id
436,C,0,17,0,0,57125.0
437,C,0,17,0,0,62980.0
438,C,0,17,0,0,62998.0
439,C,0,17,0,0,63005.0
440,C,0,17,0,0,63050.0
441,C,0,17,0,0,63059.0
442,C,0,17,0,0,63204.0
443,C,0,17,0,0,63224.0
444,C,0,17,0,0,63265.0
445,C,0,17,0,0,63615.0
446,C,0,17,0,0,63648.0
447,C,0,17,0,0,69600.0
448,C,0,17,0,0,77962.0
449,C,0,17,0,0,77963.0
450,C,0,17,0,0,91469.0
451,C,0,17,2003,0,95139.0
452,C,0,17,0,0,96439.0
453,C,0,17,0,0,105708.0
454,C,0,17,0,0,110927.0
455,C,0,17,0,0,113820.0
456,C,0,17,0,0,123674.0
457,C,0,17,0,0,127057.0
458,C,0,17,0,0,131060.0
459,C,0,17,0,0,139472.0
460,C,0,17,0,0,148565.0
461,C,0,17,0,0,148569.0
462,C,0,17,0,0,149320.0
463,C,0,17,0,0,152892.0
464,C,0,17,0,0,163163.0
465,C,0,17,0,0,164053.0
466,C,0,17,0,0,174109.0
467,C,0,17,0,0,179842.0
468,C,0,17,0,0,185405.0
469,C,0,17,0,0,186047.0
470,C,0,17,0,0,193998.0
471,C,0,17,0,0,194006.0
472,C,0,17,0,0,194018.0
473,C,0,17,0,0,194359.0
474,C,0,17,0,0,194405.0
475,C,0,17,0,0,196395.0
476,C,0,17,0,0,198072.0
477,C,0,17,0,0,217399.0
478,C,0,17,0,0,224138.0
479,C,0,17,0,0,226945.0
480,C,0,17,0,0,272347.0
481,C,0,17,0,0,272691.0
482,C,0,17,0,0,273430.0
483,C,0,17,0,0,283645.0
484,C,0,17,0,0,283647.0
485,C,0,17,0,0,283653.0
486,C,0,17,0,0,283659.0
487,C,0,17,0,0,283660.0
488,C,0,17,0,0,283661.0
489,C,0,17,0,0,283662.0
490,C,0,17,0,0,283668.0
491,C,0,17,0,0,283669.0
492,C,0,17,0,0,283670.0
493,C,0,17,0,0,283671.0
494,C,0,17,0,0,292473.0
495,C,0,17,0,0,294887.0
496,C,0,17,0,0,301525.0
497,C,0,17,0,0,303095.0
498,C,0,17,0,0,304180.0
499,C,0,17,0,0,306135.0
500,C,0,17,0,0,306206.0
501,C,0,17,0,0,308910.0
502,V,0,18,0,0,4662.0
503,V,0,18,0,0,6265.0
504,V,0,18,0,0,7909.0
505,V,0,18,0,0,10257.0
506,V,0,18,0,0,13003.0
507,V,0,18,0,0,14554.0
508,V,0,18,0,0,21678.0
509,V,0,18,0,0,24870.0
510,V,0,18,0,0,24890.0
511,V,0,18,0,0,26033.0
512,V,0,18,0,0,26616.0
513,V,0,18,0,0,28655.0
514,V,0,18,0,0,29472.0
515,V,0,18,0,0,29624.0
516,V,0,18,0,0,29644.0
517,V,0,18,0,0,32424.0
518,V,0,18,0,0,40307.0
519,V,0,18,0,0,41367.0
520,V,0,18,0,0,41859.0
521,V,0,18,0,0,43259.0
522,V,0,18,0,0,56089.0
523,V,0,18,0,0,61762.0
524,V,0,18,0,0,71637.0
525,V,0,18,0,0,73688.0
526,V,0,18,0,0,73890.0
527,V,0,18,0,0,74539.0
528,V,0,18,0,0,77974.0
529,V,0,18,0,0,77993.0
530,V,0,18,0,0,83099.0
531,V,0,18,0,0,83948.0
532,V,0,18,2002,0,92698.0
533,V,0,18,0,0,94718.0
534,V,0,18,0,0,94790.0
535,V,0,18,0,0,95849.0
536,V,0,18,0,0,95924.0
537,V,0,18,0,0,95934.0
538,V,0,18,0,0,97349.0
539,V,0,18,0,0,106880.0
540,V,0,18,0,0,110899.0
541,V,0,18,0,0,110907.0
542,V,0,18,0,0,111944.0
543,V,0,18,0,0,112773.0
544,V,0,18,0,0,112817.0
545,V,0,18,0,0,113134.0
546,V,0,18,0,0,113138.0
547,V,0,18,0,0,113187.0
548,V,0,18,0,0,113270.0
549,V,0,18,0,0,113411.0
550,V,0,18,0,0,113820.0
551,V,0,18,0,0,117753.0
552,V,0,18,0,0,118971.0
553,V,0,18,0,0,121635.0
554,V,0,18,0,0,131253.0
555,V,0,18,0,0,134247.0
556,V,0,18,0,0,138618.0
557,V,0,18,0,0,142655.0
558,V,0,18,0,0,144263.0
559,V,0,18,0,0,145509.0
560,V,0,18,0,0,151231.0
561,V,0,18,0,0,170378.0
562,V,0,18,0,0,178952.0
563,V,0,18,0,0,179708.0
564,V,0,18,0,0,185261.0
565,V,0,18,2003,0,188111.0
566,V,0,18,0,0,202978.0
567,V,0,18,0,0,203144.0
568,V,0,18,0,0,209947.0
569,V,0,18,0,0,228066.0
570,V,0,18,0,0,228183.0
571,V,0,18,0,0,228208.0
572,V,0,18,0,0,228351.0
573,V,0,18,0,0,228364.0
574,V,0,18,0,0,228372.0
575,V,0,18,0,0,228620.0
576,V,0,18,0,0,228669.0
577,V,0,18,0,0,228864.0
578,V,0,18,0,0,228879.0
579,V,0,18,0,0,228880.0
580,V,0,18,0,0,228924.0
581,V,0,18,0,0,229177.0
582,V,0,18,0,0,229182.0
583,V,0,18,0,0,229187.0
584,V,0,18,0,0,231603.0
585,V,0,18,0,0,237835.0
586,V,0,18,0,0,239459.0
587,V,0,18,0,0,248627.0
588,V,0,18,0,0,252210.0
589,V,0,18,0,0,252702.0
590,V,0,18,0,0,253781.0
591,V,0,18,0,0,258353.0
592,V,0,18,0,0,258675.0
593,V,0,18,0,0,269511.0
594,V,0,18,2003,0,270020.0
595,V,0,18,0,0,270670.0
596,V,0,18,0,0,272876.0
597,V,0,18,0,0,272907.0
598,V,0,18,0,0,279214.0
599,V,0,18,0,0,281754.0
600,V,0,18,0,0,283682.0
601,V,0,18,0,0,283687.0
602,V,0,18,0,0,283697.0
603,V,0,18,0,0,283698.0
604,V,0,18,0,0,283699.0
605,V,0,18,0,0,283703.0
606,V,0,18,0,0,283705.0
607,V,0,18,0,0,283707.0
608,V,0,18,0,0,283712.0
609,V,0,18,0,0,283716.0
610,V,0,18,0,0,283720.0
611,V,0,18,0,0,283918.0
612,V,0,18,0,0,290458.0
613,V,0,18,0,0,294613.0
614,V,0,18,0,0,299533.0
615,V,0,18,0,0,309210.0
616,80,0,19,0,0,122426.0
617,3,0,21,0,0,3227.0
618,3,0,21,0,0,5226.0
619,3,0,21,0,0,5292.0
620,3,0,21,0,0,6253.0
621,3,0,21,0,0,7377.0
622,3,0,21,0,0,8929.0
623,3,0,21,0,0,14849.0
624,3,0,21,0,0,15745.0
625,3,0,21,0,0,16201.0
626,3,0,21,0,0,16696.0
627,3,0,21,0,0,28755.0
628,3,0,21,0,0,57678.0
629,3,0,21,0,0,76596.0
630,3,0,21,0,0,87796.0
631,3,0,21,0,0,91522.0
632,3,0,21,0,0,91527.0
633,3,0,21,0,0,95124.0
634,3,0,21,0,0,103001.0
635,3,0,21,0,0,111259.0
636,3,0,21,0,0,114064.0
637,3,0,21,0,0,116437.0
638,3,0,21,0,0,126272.0
639,3,0,21,0,0,148026.0
640,3,0,21,0,0,148183.0
641,3,0,21,0,0,148465.0
642,3,0,21,0,0,148550.0
643,3,0,21,0,0,148565.0
644,3,0,21,0,0,170737.0
645,3,0,21,0,0,174191.0
646,3,0,21,0,0,178794.0
647,3,0,21,0,0,183150.0
648,3,0,21,0,0,183387.0
649,3,0,21,0,0,183412.0
650,3,0,21,0,0,183935.0
651,3,0,21,0,0,184218.0
652,3,0,21,0,0,184664.0
653,3,0,21,0,0,184665.0
654,3,0,21,0,0,184978.0
655,3,0,21,0,0,185060.0
656,3,0,21,0,0,187374.0
657,3,0,21,0,0,187645.0
658,3,0,21,0,0,187659.0
659,3,0,21,2007,0,187690.0
660,3,0,21,0,0,193898.0
661,3,0,21,0,0,193994.0
662,3,0,21,0,0,194262.0
663,3,0,21,0,0,195540.0
664,3,0,21,0,0,221260.0
665,3,0,21,0,0,246442.0
666,3,0,21,0,0,248639.0
667,3,0,21,0,0,249150.0
668,3,0,21,0,0,267015.0
669,3,0,21,0,0,268079.0
670,3,0,21,0,0,294823.0
671,3,0,21,0,0,295470.0
672,3,0,21,0,0,307946.0
673,5,0,22,0,0,5255.0
674,5,0,22,0,0,11408.0
675,5,0,22,0,0,17735.0
676,5,0,22,2008,0,28753.0
677,5,0,22,0,0,29283.0
678,5,0,22,0,0,29742.0
679,5,0,22,0,0,43884.0
680,5,0,22,0,0,96080.0
681,5,0,22,2005,0,113393.0
682,5,0,22,0,0,134497.0
683,5,0,22,0,0,142329.0
684,5,0,22,0,0,148740.0
685,5,0,22,0,0,149540.0
686,5,0,22,0,0,150092.0
687,5,0,22,0,0,162190.0
688,5,0,22,2008,0,163223.0
689,5,0,22,0,0,170737.0
690,5,0,22,0,0,171651.0
691,5,0,22,0,0,175147.0
692,5,0,22,0,0,178692.0
693,5,0,22,0,0,178903.0
694,5,0,22,0,0,185396.0
695,5,0,22,0,0,196243.0
696,5,0,22,0,0,196959.0
697,5,0,22,0,0,220344.0
698,5,0,22,0,0,221671.0
699,5,0,22,0,0,225196.0
700,5,0,22,0,0,247547.0
701,5,0,22,0,0,293269.0
702,911,0,24,0,0,12823.0
703,911,0,24,0,0,17840.0
704,911,0,24,0,0,19798.0
705,911,0,24,0,0,19840.0
706,911,0,24,0,0,23125.0
707,911,0,24,0,0,23126.0
708,911,0,24,0,0,24004.0
709,911,0,24,0,0,31049.0
710,911,0,24,0,0,32023.0
711,911,0,24,0,0,39480.0
712,911,0,24,0,0,39771.0
713,911,0,24,0,0,77404.0
714,911,0,24,0,0,133347.0
715,911,0,24,0,0,171854.0
716,911,0,24,2004,0,179521.0
717,911,0,24,0,0,181030.0
718,911,0,24,0,0,181090.0
719,911,0,24,0,0,181125.0
720,911,0,24,0,0,191874.0
721,911,0,24,0,0,200012.0
722,911,0,24,0,0,200528.0
723,911,0,24,2005,0,219561.0
724,911,0,24,2004,0,237987.0
725,911,0,24,0,0,244532.0
726,911,0,24,0,0,244575.0
727,911,0,24,0,0,244639.0
728,911,0,24,0,0,244829.0
729,911,0,24,0,0,306568.0
730,A3,0,25,0,0,8611.0
731,A3,0,25,0,0,8612.0
732,A3,0,25,2006,0,8793.0
733,A3,0,25,2007,0,65218.0
734,A3,0,25,0,0,148450.0
735,A3,0,25,0,0,183352.0
736,A3,0,25,0,0,184297.0
737,A3,0,25,0,0,260416.0
738,A3,0,25,0,0,284119.0
739,A3,0,25,0,0,292502.0
740,A3,0,25,0,0,292654.0
741,A3,0,25,0,0,293146.0
742,A4,0,26,0,0,5506.0
743,A4,0,26,0,0,5725.0
744,A4,0,26,0,0,8881.0
745,A4,0,26,2012,0,8883.0
746,A4,0,26,2011,0,8895.0
747,A4,0,26,0,0,8908.0
748,A4,0,26,0,0,8911.0
749,A4,0,26,0,0,9001.0
750,A4,0,26,0,0,9003.0
751,A4,0,26,0,0,9006.0
752,A4,0,26,0,0,9018.0
753,A4,0,26,0,0,9020.0
754,A4,0,26,0,0,9040.0
755,A4,0,26,2008,0,9091.0
756,A4,0,26,2003,0,9097.0
757,A4,0,26,0,0,9182.0
758,A4,0,26,0,0,9209.0
759,A4,0,26,2005,0,9330.0
760,A4,0,26,0,0,9341.0
761,A4,0,26,0,0,9394.0
762,A4,0,26,0,0,9514.0
763,A4,0,26,0,0,9542.0
764,A4,0,26,0,0,9570.0
765,A4,0,26,0,0,9612.0
766,A4,0,26,0,0,9866.0
767,A4,0,26,0,0,9888.0
768,A4,0,26,0,0,9938.0
769,A4,0,26,2003,0,9964.0
770,A4,0,26,0,0,9979.0
771,A4,0,26,0,0,9983.0
772,A4,0,26,0,0,10028.0
773,A4,0,26,0,0,10246.0
774,A4,0,26,0,0,10258.0
