brand,model_fromsales,year,model_id,brand_id,yb_id,ybm_id
BMW,5 SERIES,2010,17,3,33,1662
BMW,5 SERIES,2011,17,3,34,1866
BMW,5 SERIES,2012,17,3,35,2051
BMW,5 SERIES,2013,17,3,36,2229
BMW,6 SERIES,2005,18,3,28,600
BMW,6 SERIES,2006,18,3,29,810
BMW,6 SERIES,2008,18,3,31,1232
BMW,6 SERIES,2010,18,3,33,1663
BMW,6 SERIES,2012,18,3,35,2052
BMW,6 SERIES,2013,18,3,36,2230
BMW,7 SERIES,2002,19,3,25,12
BMW,7 SERIES,2003,19,3,26,205
BMW,7 SERIES,2005,19,3,28,601
BMW,7 SERIES,2006,19,3,29,811
BMW,7 SERIES,2007,19,3,30,1016
BMW,7 SERIES,2008,19,3,31,1233
BMW,7 SERIES,2010,19,3,33,1664
BMW,7 SERIES,2011,19,3,34,1867
BMW,7 SERIES,2012,19,3,35,2053
BMW,7 SERIES,2013,19,3,36,2231
BMW,X1,2013,20,3,36,2232
BMW,X3,2004,21,3,27,389
BMW,X3,2005,21,3,28,602
BMW,X3,2006,21,3,29,812
BMW,X3,2007,21,3,30,1017
BMW,X3,2008,21,3,31,1234
BMW,X3,2009,21,3,32,1453
BMW,X3,2010,21,3,33,1665
BMW,X3,2012,21,3,35,2054
BMW,X3,2013,21,3,36,2233
BMW,X5,2002,22,3,25,13
BMW,X5,2003,22,3,26,206
BMW,X5,2004,22,3,27,390
BMW,X5,2005,22,3,28,603
BMW,X5,2006,22,3,29,813
BMW,X5,2007,22,3,30,1018
BMW,X5,2008,22,3,31,1235
BMW,X5,2009,22,3,32,1454
BMW,X5,2010,22,3,33,1666
BMW,X5,2011,22,3,34,1868
BMW,X5,2012,22,3,35,2055
BMW,X5,2013,22,3,36,2234
BMW,X6,2009,23,3,32,1455
BMW,X6,2010,23,3,33,1667
BMW,X6,2012,23,3,35,2056
BMW,Z3,2002,24,3,25,14
BMW,Z4,2003,25,3,26,207
BMW,Z4,2004,25,3,27,391
BMW,Z4,2005,25,3,28,604
BMW,Z4,2006,25,3,29,814
BMW,Z4,2007,25,3,30,1019
BMW,Z4,2008,25,3,31,1236
BMW,Z4,2010,25,3,33,1668
BMW,Z4,2011,25,3,34,1869
BMW,Z8,2002,26,3,25,15
BMW,Z8,2003,26,3,26,208
BUICK,CENTURY,2002,27,4,37,16
BUICK,CENTURY,2003,27,4,38,209
BUICK,CENTURY,2005,27,4,40,605
BUICK,ENCLAVE,2008,28,4,43,1237
BUICK,ENCLAVE,2009,28,4,44,1456
BUICK,ENCLAVE,2010,28,4,45,1669
BUICK,ENCLAVE,2011,28,4,46,1870
BUICK,ENCLAVE,2012,28,4,47,2057
BUICK,ENCLAVE,2013,28,4,48,2235
BUICK,ENCORE,2013,29,4,48,2236
BUICK,LACROSSE,2006,30,4,41,815
BUICK,LACROSSE,2007,30,4,42,1020
BUICK,LACROSSE,2008,30,4,43,1238
BUICK,LACROSSE,2009,30,4,44,1457
BUICK,LACROSSE,2010,30,4,45,1670
BUICK,LACROSSE,2011,30,4,46,1871
BUICK,LACROSSE,2012,30,4,47,2058
BUICK,LACROSSE,2013,30,4,48,2237
BUICK,LESABRE,2002,31,4,37,17
BUICK,LESABRE,2003,31,4,38,210
BUICK,LESABRE,2004,31,4,39,392
BUICK,LESABRE,2005,31,4,40,606
BUICK,LUCERNE,2006,32,4,41,816
BUICK,LUCERNE,2007,32,4,42,1021
BUICK,LUCERNE,2008,32,4,43,1239
BUICK,LUCERNE,2009,32,4,44,1458
BUICK,LUCERNE,2010,32,4,45,1671
BUICK,PARK AVE,2003,33,4,38,211
BUICK,PARK AVE,2004,33,4,39,393
BUICK,PARK AVE,2005,33,4,40,607
BUICK,RAINIER,2004,34,4,39,394
BUICK,RAINIER,2005,34,4,40,608
BUICK,RAINIER,2006,34,4,41,817
BUICK,REGAL,2002,35,4,37,18
BUICK,REGAL,2003,35,4,38,212
BUICK,REGAL,2004,35,4,39,395
BUICK,REGAL,2011,35,4,46,1872
BUICK,REGAL,2012,35,4,47,2059
BUICK,RENDEZVOUS,2002,36,4,37,19
BUICK,RENDEZVOUS,2003,36,4,38,213
BUICK,RENDEZVOUS,2004,36,4,39,396
BUICK,RENDEZVOUS,2005,36,4,40,609
BUICK,RENDEZVOUS,2006,36,4,41,818
BUICK,RENDEZVOUS,2007,36,4,42,1022
BUICK,TERRAZA,2005,37,4,40,610
BUICK,TERRAZA,2006,37,4,41,819
BUICK,TERRAZA,2007,37,4,42,1023
BUICK,VERANO,2012,38,4,47,2060
BUICK,VERANO,2013,38,4,48,2238
CADILLAC,ATS,2013,39,5,60,2239
CADILLAC,CTS,2003,40,5,50,214
CADILLAC,CTS,2004,40,5,51,397
CADILLAC,CTS,2005,40,5,52,611
CADILLAC,CTS,2006,40,5,53,820
CADILLAC,CTS,2007,40,5,54,1024
CADILLAC,CTS,2008,40,5,55,1240
CADILLAC,CTS,2009,40,5,56,1459
CADILLAC,CTS,2010,40,5,57,1672
CADILLAC,CTS,2011,40,5,58,1873
CADILLAC,CTS,2012,40,5,59,2061
CADILLAC,CTS,2013,40,5,60,2240
CADILLAC,DEVILLE,2002,41,5,49,20
CADILLAC,DEVILLE,2003,41,5,50,215
CADILLAC,DEVILLE,2004,41,5,51,398
CADILLAC,DEVILLE,2005,41,5,52,612
CADILLAC,DTS,2006,42,5,53,821
CADILLAC,DTS,2007,42,5,54,1025
CADILLAC,DTS,2008,42,5,55,1241
CADILLAC,DTS,2010,42,5,57,1673
CADILLAC,ELDORADO,2002,43,5,49,21
CADILLAC,ESCALADE,2004,44,5,51,399
CADILLAC,ESCALADE,2005,44,5,52,613
CADILLAC,ESCALADE,2006,44,5,53,822
CADILLAC,ESCALADE,2007,44,5,54,1026
CADILLAC,ESCALADE,2008,44,5,55,1242
CADILLAC,ESCALADE,2009,44,5,56,1460
CADILLAC,ESCALADE,2010,44,5,57,1674
CADILLAC,ESCALADE,2011,44,5,58,1874
CADILLAC,ESCALADE,2012,44,5,59,2062
CADILLAC,ESCALADE ESV,2003,45,5,50,216
CADILLAC,ESCALADE ESV,2004,45,5,51,400
CADILLAC,ESCALADE ESV,2005,45,5,52,614
CADILLAC,ESCALADE ESV,2006,45,5,53,823
CADILLAC,ESCALADE ESV,2007,45,5,54,1027
CADILLAC,ESCALADE ESV,2008,45,5,55,1243
CADILLAC,ESCALADE ESV,2009,45,5,56,1461
CADILLAC,ESCALADE ESV,2010,45,5,57,1675
CADILLAC,ESCALADE EXT,2003,46,5,50,217
CADILLAC,ESCALADE EXT,2004,46,5,51,401
CADILLAC,ESCALADE EXT,2005,46,5,52,615
CADILLAC,ESCALADE EXT,2006,46,5,53,824
CADILLAC,ESCALADE EXT,2007,46,5,54,1028
CADILLAC,ESCALADE EXT,2008,46,5,55,1244
CADILLAC,ESCALADE EXT,2010,46,5,57,1676
CADILLAC,SEVILLE,2002,47,5,49,22
CADILLAC,SEVILLE,2003,47,5,50,218
CADILLAC,SEVILLE,2004,47,5,51,402
CADILLAC,SRX,2004,48,5,51,403
CADILLAC,SRX,2005,48,5,52,616
CADILLAC,SRX,2006,48,5,53,825
CADILLAC,SRX,2007,48,5,54,1029
CADILLAC,SRX,2008,48,5,55,1245
CADILLAC,SRX,2009,48,5,56,1462
CADILLAC,SRX,2010,48,5,57,1677
CADILLAC,SRX,2011,48,5,58,1875
CADILLAC,SRX,2012,48,5,59,2063
CADILLAC,SRX,2013,48,5,60,2241
CADILLAC,STS,2005,49,5,52,617
CADILLAC,STS,2006,49,5,53,826
CADILLAC,STS,2007,49,5,54,1030
CADILLAC,STS,2008,49,5,55,1246
CADILLAC,STS,2009,49,5,56,1463
CADILLAC,STS,2010,49,5,57,1678
CADILLAC,XLR,2004,50,5,51,404
CADILLAC,XLR,2006,50,5,53,827
CADILLAC,XLR,2007,50,5,54,1031
CADILLAC,XLR,2008,50,5,55,1247
CADILLAC,XLR,2009,50,5,56,1464
CADILLAC,XTS,2013,51,5,60,2242
CHEVROLET,ASTRO PASS,2002,52,6,61,23
CHEVROLET,ASTRO PASS,2003,52,6,62,219
CHEVROLET,AVALANCHE,2003,53,6,62,220
CHEVROLET,AVALANCHE,2004,53,6,63,405
CHEVROLET,AVALANCHE,2005,53,6,64,618
CHEVROLET,AVALANCHE,2006,53,6,65,828
CHEVROLET,AVALANCHE,2007,53,6,66,1032
CHEVROLET,AVALANCHE,2009,53,6,68,1465
CHEVROLET,AVALANCHE,2010,53,6,69,1679
CHEVROLET,AVALANCHE,2013,53,6,72,2243
CHEVROLET,AVEO,2004,54,6,63,406
CHEVROLET,AVEO,2005,54,6,64,619
CHEVROLET,AVEO,2006,54,6,65,829
CHEVROLET,AVEO,2007,54,6,66,1033
CHEVROLET,AVEO,2008,54,6,67,1248
CHEVROLET,AVEO,2009,54,6,68,1466
CHEVROLET,AVEO,2010,54,6,69,1680
CHEVROLET,AVEO,2011,54,6,70,1876
CHEVROLET,CAMARO,2010,55,6,69,1681
CHEVROLET,CAMARO,2011,55,6,70,1877
CHEVROLET,CAMARO,2013,55,6,72,2244
CHEVROLET,CAVALIER,2002,56,6,61,24
CHEVROLET,CAVALIER,2004,56,6,63,407
CHEVROLET,CAVALIER,2005,56,6,64,620
CHEVROLET,COBALT,2005,57,6,64,621
CHEVROLET,COBALT,2006,57,6,65,830
CHEVROLET,COBALT,2007,57,6,66,1034
CHEVROLET,COBALT,2008,57,6,67,1249
CHEVROLET,COBALT,2009,57,6,68,1467
CHEVROLET,COBALT,2010,57,6,69,1682
CHEVROLET,COLORADO,2004,58,6,63,408
CHEVROLET,COLORADO,2005,58,6,64,622
CHEVROLET,COLORADO,2007,58,6,66,1035
CHEVROLET,COLORADO,2008,58,6,67,1250
CHEVROLET,COLORADO,2009,58,6,68,1468
CHEVROLET,COLORADO,2010,58,6,69,1683
CHEVROLET,COLORADO,2011,58,6,70,1878
CHEVROLET,COLORADO,2012,58,6,71,2064
CHEVROLET,CORVETTE,2002,59,6,61,25
CHEVROLET,CORVETTE,2003,59,6,62,221
CHEVROLET,CORVETTE,2004,59,6,63,409
CHEVROLET,CORVETTE,2005,59,6,64,623
CHEVROLET,CORVETTE,2006,59,6,65,831
CHEVROLET,CORVETTE,2007,59,6,66,1036
CHEVROLET,CORVETTE,2008,59,6,67,1251
CHEVROLET,CORVETTE,2009,59,6,68,1469
CHEVROLET,CORVETTE,2010,59,6,69,1684
CHEVROLET,CORVETTE,2011,59,6,70,1879
CHEVROLET,CORVETTE,2012,59,6,71,2065
CHEVROLET,CRUZE,2012,60,6,71,2066
CHEVROLET,CRUZE,2013,60,6,72,2245
CHEVROLET,EQUINOX,2006,61,6,65,832
CHEVROLET,EQUINOX,2007,61,6,66,1037
CHEVROLET,EQUINOX,2008,61,6,67,1252
CHEVROLET,EQUINOX,2009,61,6,68,1470
CHEVROLET,EQUINOX,2010,61,6,69,1685
CHEVROLET,EQUINOX,2011,61,6,70,1880
CHEVROLET,EQUINOX,2012,61,6,71,2067
CHEVROLET,EQUINOX,2013,61,6,72,2246
CHEVROLET,EXPRESS CARGO,2002,62,6,61,26
CHEVROLET,EXPRESS CARGO,2003,62,6,62,222
CHEVROLET,EXPRESS CARGO,2004,62,6,63,410
CHEVROLET,EXPRESS CARGO,2005,62,6,64,624
CHEVROLET,EXPRESS CARGO,2006,62,6,65,833
CHEVROLET,EXPRESS CARGO,2009,62,6,68,1471
CHEVROLET,EXPRESS CARGO,2013,62,6,72,2247
CHEVROLET,EXPRESS PASS,2002,63,6,61,27
CHEVROLET,EXPRESS PASS,2008,63,6,67,1253
CHEVROLET,EXPRESS PASS,2011,63,6,70,1881
CHEVROLET,HHR,2006,64,6,65,834
CHEVROLET,HHR,2007,64,6,66,1038
CHEVROLET,HHR,2008,64,6,67,1254
CHEVROLET,HHR,2009,64,6,68,1472
CHEVROLET,HHR,2010,64,6,69,1686
CHEVROLET,HHR,2011,64,6,70,1882
CHEVROLET,IMPALA,2002,65,6,61,28
CHEVROLET,IMPALA,2003,65,6,62,223
CHEVROLET,IMPALA,2004,65,6,63,411
CHEVROLET,IMPALA,2005,65,6,64,625
CHEVROLET,IMPALA,2006,65,6,65,835
CHEVROLET,IMPALA,2007,65,6,66,1039
CHEVROLET,IMPALA,2008,65,6,67,1255
CHEVROLET,IMPALA,2009,65,6,68,1473
CHEVROLET,IMPALA,2010,65,6,69,1687
CHEVROLET,IMPALA,2011,65,6,70,1883
CHEVROLET,IMPALA,2012,65,6,71,2068
CHEVROLET,IMPALA,2013,65,6,72,2248
CHEVROLET,MALIBU,2002,66,6,61,29
CHEVROLET,MALIBU,2003,66,6,62,224
CHEVROLET,MALIBU,2004,66,6,63,412
CHEVROLET,MALIBU,2005,66,6,64,626
CHEVROLET,MALIBU,2006,66,6,65,836
CHEVROLET,MALIBU,2007,66,6,66,1040
CHEVROLET,MALIBU,2008,66,6,67,1256
CHEVROLET,MALIBU,2009,66,6,68,1474
CHEVROLET,MALIBU,2010,66,6,69,1688
CHEVROLET,MALIBU,2011,66,6,70,1884
CHEVROLET,MALIBU,2012,66,6,71,2069
CHEVROLET,MALIBU,2013,66,6,72,2249
CHEVROLET,MONTE CARLO,2002,67,6,61,30
CHEVROLET,MONTE CARLO,2003,67,6,62,225
CHEVROLET,MONTE CARLO,2004,67,6,63,413
CHEVROLET,MONTE CARLO,2005,67,6,64,627
CHEVROLET,MONTE CARLO,2006,67,6,65,837
CHEVROLET,MONTE CARLO,2007,67,6,66,1041
CHEVROLET,PRIZM,2002,68,6,61,31
CHEVROLET,S BLAZER,2002,69,6,61,32
CHEVROLET,S BLAZER,2003,69,6,62,226
CHEVROLET,S BLAZER,2004,69,6,63,414
CHEVROLET,S BLAZER,2005,69,6,64,628
CHEVROLET,S10 PICKUP,2002,70,6,61,33
CHEVROLET,S10 PICKUP,2003,70,6,62,227
CHEVROLET,S10 PICKUP,2004,70,6,63,415
CHEVROLET,SILVERADO,2002,71,6,61,34
CHEVROLET,SILVERADO,2003,71,6,62,228
CHEVROLET,SILVERADO,2005,71,6,64,629
CHEVROLET,SILVERADO,2006,71,6,65,838
CHEVROLET,SILVERADO,2007,71,6,66,1042
CHEVROLET,SILVERADO,2008,71,6,67,1257
CHEVROLET,SILVERADO,2009,71,6,68,1475
CHEVROLET,SILVERADO,2010,71,6,69,1689
CHEVROLET,SILVERADO,2011,71,6,70,1885
CHEVROLET,SILVERADO,2012,71,6,71,2070
CHEVROLET,SILVERADO,2013,71,6,72,2250
CHEVROLET,SONIC,2013,72,6,72,2251
CHEVROLET,SPARK,2013,73,6,72,2252
CHEVROLET,SSR,2004,74,6,63,416
CHEVROLET,SSR,2005,74,6,64,630
CHEVROLET,SSR,2006,74,6,65,839
CHEVROLET,SUBURBAN,2003,75,6,62,229
CHEVROLET,SUBURBAN,2004,75,6,63,417
CHEVROLET,SUBURBAN,2005,75,6,64,631
CHEVROLET,SUBURBAN,2006,75,6,65,840
CHEVROLET,SUBURBAN,2007,75,6,66,1043
CHEVROLET,SUBURBAN,2009,75,6,68,1476
CHEVROLET,SUBURBAN,2010,75,6,69,1690
CHEVROLET,SUBURBAN,2011,75,6,70,1886
CHEVROLET,SUBURBAN,2013,75,6,72,2253
CHEVROLET,TAHOE,2002,76,6,61,35
CHEVROLET,TAHOE,2003,76,6,62,230
CHEVROLET,TAHOE,2004,76,6,63,418
CHEVROLET,TAHOE,2005,76,6,64,632
CHEVROLET,TAHOE,2006,76,6,65,841
CHEVROLET,TAHOE,2007,76,6,66,1044
CHEVROLET,TAHOE,2008,76,6,67,1258
CHEVROLET,TAHOE,2009,76,6,68,1477
CHEVROLET,TAHOE,2010,76,6,69,1691
CHEVROLET,TAHOE,2011,76,6,70,1887
CHEVROLET,TAHOE,2013,76,6,72,2254
CHEVROLET,TRACKER,2002,77,6,61,36
CHEVROLET,TRACKER,2003,77,6,62,231
CHEVROLET,TRACKER,2004,77,6,63,419
CHEVROLET,TRAILBLAZER,2002,78,6,61,37
CHEVROLET,TRAILBLAZER,2003,78,6,62,232
CHEVROLET,TRAILBLAZER,2004,78,6,63,420
CHEVROLET,TRAILBLAZER,2005,78,6,64,633
CHEVROLET,TRAILBLAZER,2006,78,6,65,842
CHEVROLET,TRAILBLAZER,2007,78,6,66,1045
CHEVROLET,TRAILBLAZER,2008,78,6,67,1259
CHEVROLET,TRAILBLAZER,2009,78,6,68,1478
CHEVROLET,TRAVERSE,2009,79,6,68,1479
CHEVROLET,TRAVERSE,2010,79,6,69,1692
CHEVROLET,TRAVERSE,2011,79,6,70,1888
CHEVROLET,TRAVERSE,2012,79,6,71,2071
CHEVROLET,TRAVERSE,2013,79,6,72,2255
CHEVROLET,UPLANDER,2005,80,6,64,634
CHEVROLET,UPLANDER,2007,80,6,66,1046
CHEVROLET,UPLANDER,2008,80,6,67,1260
CHEVROLET,VENTURE,2002,81,6,61,38
CHEVROLET,VENTURE,2004,81,6,63,421
CHEVROLET,VENTURE,2005,81,6,64,635
CHEVROLET,VOLT,2013,82,6,72,2256
CHRYSLER,200 SERIES,2011,83,7,82,1889
CHRYSLER,200 SERIES,2012,83,7,83,2072
CHRYSLER,200 SERIES,2013,83,7,84,2257
CHRYSLER,300 M,2002,84,7,73,39
CHRYSLER,300 M,2003,84,7,74,233
CHRYSLER,300 M,2004,84,7,75,422
CHRYSLER,300 SERIES,2005,85,7,76,636
CHRYSLER,300 SERIES,2006,85,7,77,843
CHRYSLER,300 SERIES,2007,85,7,78,1047
CHRYSLER,300 SERIES,2008,85,7,79,1261
CHRYSLER,300 SERIES,2009,85,7,80,1480
CHRYSLER,300 SERIES,2010,85,7,81,1693
CHRYSLER,300 SERIES,2011,85,7,82,1890
CHRYSLER,300 SERIES,2012,85,7,83,2073
CHRYSLER,300 SERIES,2013,85,7,84,2258
CHRYSLER,ASPEN,2007,86,7,78,1048
CHRYSLER,ASPEN,2008,86,7,79,1262
CHRYSLER,ASPEN,2009,86,7,80,1481
CHRYSLER,CONCORDE,2002,87,7,73,40
CHRYSLER,CONCORDE,2003,87,7,74,234
CHRYSLER,CONCORDE,2004,87,7,75,423
CHRYSLER,CROSSFIRE,2004,88,7,75,424
CHRYSLER,CROSSFIRE,2008,88,7,79,1263
CHRYSLER,PACIFICA,2004,89,7,75,425
CHRYSLER,PACIFICA,2005,89,7,76,637
CHRYSLER,PACIFICA,2006,89,7,77,844
CHRYSLER,PACIFICA,2007,89,7,78,1049
CHRYSLER,PACIFICA,2008,89,7,79,1264
CHRYSLER,PT CRUISER,2002,90,7,73,41
CHRYSLER,PT CRUISER,2004,90,7,75,426
CHRYSLER,PT CRUISER,2005,90,7,76,638
CHRYSLER,PT CRUISER,2006,90,7,77,845
CHRYSLER,PT CRUISER,2007,90,7,78,1050
CHRYSLER,PT CRUISER,2008,90,7,79,1265
CHRYSLER,PT CRUISER,2009,90,7,80,1482
CHRYSLER,PT CRUISER,2010,90,7,81,1694
CHRYSLER,SEBRING SEDAN,2002,91,7,73,42
CHRYSLER,SEBRING SEDAN,2003,91,7,74,235
CHRYSLER,SEBRING SEDAN,2004,91,7,75,427
CHRYSLER,SEBRING SEDAN,2005,91,7,76,639
CHRYSLER,SEBRING SEDAN,2006,91,7,77,846
CHRYSLER,SEBRING SEDAN,2007,91,7,78,1051
CHRYSLER,SEBRING SEDAN,2008,91,7,79,1266
CHRYSLER,SEBRING SEDAN,2009,91,7,80,1483
CHRYSLER,SEBRING SEDAN,2010,91,7,81,1695
CHRYSLER,TOWN & COUNTRY,2002,92,7,73,43
CHRYSLER,TOWN & COUNTRY,2003,92,7,74,236
CHRYSLER,TOWN & COUNTRY,2004,92,7,75,428
CHRYSLER,TOWN & COUNTRY,2005,92,7,76,640
CHRYSLER,TOWN & COUNTRY,2006,92,7,77,847
CHRYSLER,TOWN & COUNTRY,2007,92,7,78,1052
CHRYSLER,TOWN & COUNTRY,2009,92,7,80,1484
CHRYSLER,TOWN & COUNTRY,2010,92,7,81,1696
CHRYSLER,TOWN & COUNTRY,2012,92,7,83,2074
CHRYSLER,TOWN & COUNTRY,2013,92,7,84,2259
CHRYSLER,VOYAGER,2002,93,7,73,44
CHRYSLER,VOYAGER,2003,93,7,74,237
DAEWOO,LANOS,2002,94,8,85,45
DAEWOO,LEGANZA,2002,95,8,85,46
DAEWOO,NUBIRA,2002,96,8,85,47
DODGE,AVENGER,2008,97,9,92,1267
DODGE,AVENGER,2009,97,9,93,1485
DODGE,AVENGER,2010,97,9,94,1697
DODGE,AVENGER,2011,97,9,95,1891
DODGE,AVENGER,2012,97,9,96,2075
DODGE,AVENGER,2013,97,9,97,2260
DODGE,CALIBER,2007,98,9,91,1053
DODGE,CALIBER,2008,98,9,92,1268
DODGE,CALIBER,2009,98,9,93,1486
DODGE,CALIBER,2010,98,9,94,1698
DODGE,CALIBER,2011,98,9,95,1892
DODGE,CALIBER,2012,98,9,96,2076
DODGE,CARAVAN,2002,99,9,86,48
DODGE,CARAVAN,2003,99,9,87,238
DODGE,CARAVAN,2004,99,9,88,429
DODGE,CARAVAN,2005,99,9,89,641
DODGE,CARAVAN,2006,99,9,90,848
DODGE,CARAVAN,2007,99,9,91,1054
DODGE,CARAVAN,2008,99,9,92,1269
DODGE,CARAVAN,2010,99,9,94,1699
DODGE,CARAVAN,2011,99,9,95,1893
DODGE,CARAVAN,2012,99,9,96,2077
DODGE,CARAVAN,2013,99,9,97,2261
DODGE,CHALLENGER,2008,100,9,92,1270
DODGE,CHALLENGER,2009,100,9,93,1487
DODGE,CHALLENGER,2010,100,9,94,1700
DODGE,CHALLENGER,2012,100,9,96,2078
DODGE,CHALLENGER,2013,100,9,97,2262
DODGE,CHARGER,2006,101,9,90,849
DODGE,CHARGER,2007,101,9,91,1055
DODGE,CHARGER,2008,101,9,92,1271
DODGE,CHARGER,2009,101,9,93,1488
DODGE,CHARGER,2010,101,9,94,1701
DODGE,CHARGER,2012,101,9,96,2079
DODGE,CHARGER,2013,101,9,97,2263
DODGE,DART,2013,102,9,97,2264
DODGE,DURANGO,2002,103,9,86,49
DODGE,DURANGO,2005,103,9,89,642
DODGE,DURANGO,2006,103,9,90,850
DODGE,DURANGO,2007,103,9,91,1056
DODGE,DURANGO,2009,103,9,93,1489
DODGE,DURANGO,2011,103,9,95,1894
DODGE,DURANGO,2012,103,9,96,2080
DODGE,DURANGO,2013,103,9,97,2265
DODGE,INTREPID,2002,104,9,86,50
DODGE,INTREPID,2003,104,9,87,239
DODGE,INTREPID,2004,104,9,88,430
DODGE,JOURNEY,2009,105,9,93,1490
DODGE,JOURNEY,2010,105,9,94,1702
DODGE,JOURNEY,2011,105,9,95,1895
DODGE,JOURNEY,2012,105,9,96,2081
DODGE,JOURNEY,2013,105,9,97,2266
DODGE,MAGNUM,2005,106,9,89,643
DODGE,MAGNUM,2006,106,9,90,851
DODGE,MAGNUM,2007,106,9,91,1057
DODGE,MAGNUM,2008,106,9,92,1272
DODGE,NEON,2002,107,9,86,51
DODGE,NEON,2003,107,9,87,240
DODGE,NEON,2004,107,9,88,431
DODGE,NITRO,2007,108,9,91,1058
DODGE,NITRO,2008,108,9,92,1273
DODGE,NITRO,2009,108,9,93,1491
DODGE,NITRO,2010,108,9,94,1703
DODGE,STRATUS COUPE,2005,109,9,89,644
DODGE,STRATUS SEDAN,2002,110,9,86,52
DODGE,STRATUS SEDAN,2003,110,9,87,241
DODGE,STRATUS SEDAN,2004,110,9,88,432
DODGE,VIPER,2002,111,9,86,53
DODGE,VIPER,2004,111,9,88,433
DODGE,VIPER,2005,111,9,89,645
DODGE,VIPER,2006,111,9,90,852
DODGE,VIPER,2008,111,9,92,1274
FORD,C-MAX,2013,112,10,109,2267
FORD,CROWN VICTORIA,2002,113,10,98,54
FORD,CROWN VICTORIA,2003,113,10,99,242
FORD,CROWN VICTORIA,2005,113,10,101,646
FORD,CROWN VICTORIA,2006,113,10,102,853
FORD,CROWN VICTORIA,2007,113,10,103,1059
FORD,ECONOLINE,2002,114,10,98,55
FORD,ECONOLINE,2003,114,10,99,243
FORD,ECONOLINE,2004,114,10,100,434
FORD,ECONOLINE,2005,114,10,101,647
FORD,ECONOLINE,2006,114,10,102,854
FORD,EDGE,2007,115,10,103,1060
FORD,EDGE,2008,115,10,104,1275
FORD,EDGE,2009,115,10,105,1492
FORD,EDGE,2010,115,10,106,1704
FORD,EDGE,2011,115,10,107,1896
FORD,EDGE,2013,115,10,109,2268
FORD,ESCAPE,2002,116,10,98,56
FORD,ESCAPE,2003,116,10,99,244
FORD,ESCAPE,2004,116,10,100,435
FORD,ESCAPE,2005,116,10,101,648
FORD,ESCAPE,2006,116,10,102,855
FORD,ESCAPE,2007,116,10,103,1061
FORD,ESCAPE,2008,116,10,104,1276
FORD,ESCAPE,2009,116,10,105,1493
FORD,ESCAPE,2010,116,10,106,1705
FORD,ESCAPE,2011,116,10,107,1897
FORD,ESCAPE,2012,116,10,108,2082
FORD,ESCORT,2002,117,10,98,57
FORD,EXPEDITION,2002,118,10,98,58
FORD,EXPEDITION,2004,118,10,100,436
FORD,EXPEDITION,2005,118,10,101,649
FORD,EXPEDITION,2006,118,10,102,856
FORD,EXPEDITION,2007,118,10,103,1062
FORD,EXPEDITION,2008,118,10,104,1277
FORD,EXPEDITION,2009,118,10,105,1494
FORD,EXPEDITION,2010,118,10,106,1706
FORD,EXPEDITION,2011,118,10,107,1898
FORD,EXPLORER,2002,119,10,98,59
FORD,EXPLORER,2003,119,10,99,245
FORD,EXPLORER,2004,119,10,100,437
FORD,EXPLORER,2005,119,10,101,650
FORD,EXPLORER,2006,119,10,102,857
FORD,EXPLORER,2007,119,10,103,1063
FORD,EXPLORER,2008,119,10,104,1278
FORD,EXPLORER,2009,119,10,105,1495
FORD,EXPLORER,2010,119,10,106,1707
FORD,EXPLORER,2012,119,10,108,2083
FORD,EXPLORER,2013,119,10,109,2269
FORD,F SERIES,2002,120,10,98,60
FORD,F SERIES,2003,120,10,99,246
FORD,F SERIES,2004,120,10,100,438
FORD,F SERIES,2005,120,10,101,651
FORD,F SERIES,2006,120,10,102,858
FORD,F SERIES,2007,120,10,103,1064
FORD,F SERIES,2008,120,10,104,1279
FORD,F SERIES,2009,120,10,105,1496
FORD,F SERIES,2010,120,10,106,1708
FORD,F SERIES,2011,120,10,107,1899
FORD,F SERIES,2012,120,10,108,2084
FORD,F SERIES,2013,120,10,109,2270
FORD,FIESTA,2011,121,10,107,1900
FORD,FIESTA,2012,121,10,108,2085
FORD,FIESTA,2013,121,10,109,2271
FORD,FIVE HUNDRED,2005,122,10,101,652
FORD,FIVE HUNDRED,2006,122,10,102,859
FORD,FIVE HUNDRED,2007,122,10,103,1065
FORD,FLEX,2009,123,10,105,1497
FORD,FLEX,2010,123,10,106,1709
FORD,FLEX,2011,123,10,107,1901
FORD,FLEX,2012,123,10,108,2086
FORD,FLEX,2013,123,10,109,2272
FORD,FOCUS,2002,124,10,98,61
FORD,FOCUS,2004,124,10,100,439
FORD,FOCUS,2005,124,10,101,653
FORD,FOCUS,2006,124,10,102,860
FORD,FOCUS,2008,124,10,104,1280
FORD,FOCUS,2009,124,10,105,1498
FORD,FOCUS,2010,124,10,106,1710
FORD,FOCUS,2011,124,10,107,1902
FORD,FOCUS,2012,124,10,108,2087
FORD,FOCUS,2013,124,10,109,2273
FORD,FREESTAR,2004,125,10,100,440
FORD,FREESTAR,2005,125,10,101,654
FORD,FREESTAR,2006,125,10,102,861
FORD,FREESTAR,2007,125,10,103,1066
FORD,FREESTYLE,2005,126,10,101,655
FORD,FREESTYLE,2006,126,10,102,862
FORD,FREESTYLE,2007,126,10,103,1067
FORD,FUSION,2006,127,10,102,863
FORD,FUSION,2007,127,10,103,1068
FORD,FUSION,2008,127,10,104,1281
