,detected_entity,year,model_id,brand_id,yb_id,ybm_id,org_id
23892,FORD,,120,10,,,81035
23893,FORD,,120,10,,,81041
23894,LIBERTY,,198,18,,,81042
23895,TROOPER,,187,16,,,81042
23896,FORD,,120,10,,,81047
23897,LIBERTY,,198,18,,,81047
23898,OUTLANDER,,294,27,,,81048
23899,VUE,,349,34,,,81048
23900,FORD,,120,10,,,81050
23901,GOLF,,397,39,,,81050
23902,EXPLORER,,119,10,,,81051
23903,MUSTANG,,128,10,,,81054
23904,FORD,,120,10,,,81055
23905,FORD,,120,10,,,81056
23906,FORD,,131,10,,,81058
23907,GMC,,,11,,,81059
23908,GMC,,,11,,,81063
23909,COLORADO,,58,6,,,81072
23910,ESCAPE,,116,10,,,81072
23911,FORD,,131,10,,,81076
23913,FORD,,131,10,,,81214
23915,FORD,,131,10,,,81217
23917,FORD,,131,10,,,81219
23918,FORD,,120,10,,,81221
23919,HONDA,,149,12,,,81222
23921,HONDA,,149,12,,,81228
23922,HYUNDAI,,167,14,,,81228
23923,FORD,,131,10,,,81229
23924,PASSAT,,400,39,,,81229
23925,RSX,,7,1,,,81229
23926,FORD,,120,10,,,81230
23927,FORD,,131,10,,,81231
23928,TOYOTA,,385,38,,,81231
23929,FORD,,120,10,,,81232
23930,FORD,,131,10,,,81236
23931,TAURUS,,130,10,,,81241
23932,FORD,,120,10,,,81243
23933,EXPLORER,,119,10,,,81245
23934,FORD,,120,10,,,81248
23935,HONDA,,149,12,,,81250
23936,FORD,,120,10,,,81259
23937,JEEP,,197,18,,,81263
23938,ESCAPE,,116,10,,,81265
23939,EXPLORER,,119,10,,,81272
23940,FORD,,120,10,,,81276
23941,HONDA,,149,12,,,81276
23942,MAZDA,,,23,,,81276
23943,SUZUKI,,,37,,,81276
23944,FORD,,120,10,,,81279
23945,FORD,,112,10,,,81280
23947,FORD,,120,10,,,81281
23948,TAURUS,,130,10,,,81282
23949,COLORADO,,58,6,,,81442
23951,FORD,,120,10,,,81445
23952,FORD,,112,10,,,81446
23954,HONDA,,148,12,,,81446
23955,ESCAPE,,116,10,,,81447
23956,SUBARU,,360,36,,,81447
23958,FORD,,120,10,,,81451
23959,TITAN,,312,28,,,81452
23960,COLORADO,,58,6,,,81464
23961,FORD,,131,10,,,81464
23963,FORD,,120,10,,,81471
23964,ESCAPE,,116,10,,,81473
23965,CIVIC,,147,12,,,81475
23966,FORD,,131,10,,,81503
23967,X5,,22,3,,,81503
23969,FORD,,120,10,,,81504
23970,FORD,,112,10,,,81506
23972,COLORADO,,58,6,,,81507
23974,FORD,,120,10,,,81507
23975,TUCSON,,170,14,,,81508
23976,CAMRY,,374,38,,,81512
23977,ESCAPE,,116,10,,,81512
23978,BMW,,22,3,,,81513
23979,FORD,,120,10,,,81516
23980,ACCENT,,161,14,,,81517
23981,FORD,,120,10,,,81517
23982,SUBURBAN,,75,6,,,81520
23984,ESCAPE,,116,10,,,81523
23985,PRIUS,,383,38,,,81523
23986,FORD,,131,10,,,81524
23987,ESCAPE,,116,10,,,81526
23988,MARINER,,281,25,,,81526
23989,FORD,,120,10,,,81527
23990,JEEP,,,18,,,81527
23991,TOYOTA,,384,38,,,81527
23992,ESCAPE,,116,10,,,81528
23993,CHARGER,,101,9,,,81529
23994,FORD,,120,10,,,81529
23995,ESCAPE,,116,10,,,81530
23996,HONDA,,149,12,,,81530
23997,YUKON,,144,11,,,81530
23998,FORD,,120,10,,,81584
23999,ESCAPE,,116,10,,,81585
24000,TOYOTA,,380,38,,,81585
24001,FORD,,120,10,,,81586
24002,FORD,,120,10,,,81588
24003,EXPLORER,,119,10,,,81589
24004,ESCAPE,,116,10,,,81590
24005,FORD,,120,10,,,81591
24006,TOYOTA,,,38,,,81591
24007,ESCAPE,,116,10,,,81592
24008,FORD,,120,10,,,81593
24009,FORD,,120,10,,,81596
24010,FORD,,131,10,,,81597
24012,ESCAPE,,116,10,,,81599
24014,AUDI,,12,2,,,81600
24015,FORD,,120,10,,,81645
24016,FOCUS,,124,10,,,81662
24017,NEON,,107,9,,,81662
24018,SUBARU,,,36,,,81662
24019,FOCUS,,124,10,,,81667
24020,FORD,,131,10,,,81668
24021,CAVALIER,,56,6,,,81708
24022,SUBARU,,,36,,,81708
24023,FORD,,131,10,,,81709
24024,FOCUS,,124,10,,,81710
24025,FORD,,120,10,,,81712
24026,MIRAGE,,292,27,,,81712
24027,FOCUS,,124,10,,,81715
24028,FOCUS,,124,10,,,81719
24029,DURANGO,,103,9,,,82350
24031,FORD,,131,10,,,82354
24032,CHRYSLER,,92,7,,,82355
24033,FORD,,120,10,,,82366
24034,SUBURBAN,,75,6,,,82367
24035,FORD,,131,10,,,82369
24036,FORD,,131,10,,,82370
24037,SUBURBAN,,75,6,,,82370
24038,PORSCHE,,,31,,,82376
24039,FORD,,120,10,,,82381
24040,SUBURBAN,,75,6,,,82386
24041,TAHOE,,76,6,,,82391
24042,FORD,,131,10,,,82392
24043,EXPEDITION,,118,10,,,82396
24044,FORD,,131,10,,,82400
24045,HONDA,,148,12,,,82423
24046,HUMMER,,,13,,,82478
24047,SUBURBAN,,75,6,,,82478
24048,FORD,,131,10,,,82479
24050,SUBURBAN,,75,6,,,82480
24051,FORD,,120,10,,,82486
24052,SUBURBAN,,75,6,,,82489
24053,FORD,,120,10,,,82491
24054,FORD,,131,10,,,82495
24055,HONDA,,148,12,,,82498
24056,AUDI,,14,2,,,82499
24057,SUBURBAN,,75,6,,,82502
24058,CHRYSLER,,84,7,,,82510
24059,SUBURBAN,,75,6,,,82512
24060,SUBURBAN,,75,6,,,82513
24061,FORD,,120,10,,,82514
24062,LINCOLN,,251,22,,,82518
24063,HONDA,,148,12,,,82519
24064,EXPEDITION,,118,10,,,82579
24065,SEQUOIA,,386,38,,,82579
24066,DODGE,,,9,,,82580
24067,RAM,,343,32,,,82580
24068,SUBURBAN,,75,6,,,82580
24069,FORD,,120,10,,,82585
24070,SUBURBAN,,75,6,,,82588
24071,FORD,,120,10,,,82591
24072,SUBURBAN,,75,6,,,82596
24073,FORD,,120,10,,,82649
24074,FORD,,112,10,,,82654
24076,FORD,,120,10,,,82655
24077,ESCALADE,,44,5,,,82658
24078,NAVIGATOR,,250,22,,,82658
24079,FORD,,120,10,,,82661
24080,FORD,,120,10,,,82663
24082,SILVERADO,,71,6,,,82664
24084,FORD,,131,10,,,82665
24085,YUKON,,144,11,,,82673
24089,FORD,,131,10,,,82676
24092,TAHOE,,76,6,,,82678
24093,TOYOTA,,386,38,,,82678
24094,ACADIA,,135,11,,,82697
24095,EXPEDITION,,118,10,,,82697
24097,FORD,,131,10,,,82700
24098,INFINITI,,,15,,,82700
24099,ROVER,,217,20,,,82700
24100,SEQUOIA,,386,38,,,82700
24101,EXPEDITION,,118,10,,,82702
24102,TOYOTA,,384,38,,,82703
24103,FORD,,120,10,,,82706
24104,I,,290,27,,,82706
24105,SEQUOIA,,386,38,,,82706
24106,EXPEDITION,,118,10,,,82707
24107,PILOT,,156,12,,,82707
24108,EXPLORER,,119,10,,,82709
24109,FORD,,131,10,,,82710
24110,TOYOTA,,,38,,,82710
24111,EXPEDITION,,118,10,,,82711
24112,SEQUOIA,,386,38,,,82711
24113,FORD,,131,10,,,82713
24114,FORD,,120,10,,,82714
24116,I,,290,27,,,82715
24118,TOYOTA,,384,38,,,82715
24119,EXPEDITION,,118,10,,,82716
24120,PILOT,,156,12,,,82716
24121,FORD,,120,10,,,82717
24122,EXPEDITION,,118,10,,,82750
24123,FORD,,120,10,,,82753
24124,TAHOE,,76,6,,,82755
24125,YUKON,,144,11,,,82755
24128,FORD,,120,10,,,82757
24130,EXPEDITION,,118,10,,,82761
24132,EXPEDITION,,118,10,,,82766
24133,FORD,,120,10,,,82767
24134,FORD,,131,10,,,82768
24135,FORD,,120,10,,,82769
24136,EXPEDITION,,118,10,,,82770
24137,YUKON,,144,11,,,82770
24138,ESCALADE,,44,5,,,82771
24139,CHRYSLER,,84,7,,,82773
24140,FORD,,120,10,,,82773
24141,JEEP,,197,18,,,82773
24142,TOYOTA,,384,38,,,82773
24143,FORD,,131,10,,,82831
24144,DURANGO,,103,9,,,82832
24145,EXPEDITION,,118,10,,,82832
24146,NISSAN,,303,28,,,82832
24147,SUBURBAN,,75,6,,,82832
24148,TOYOTA,,384,38,,,82832
24149,EXPEDITION,,118,10,,,82833
24150,FORD,,120,10,,,82836
24151,TAHOE,,76,6,,,82836
24152,YUKON,,144,11,,,82836
24153,EXPLORER,,119,10,,,82838
24154,DURANGO,,103,9,,,82842
24155,FORD,,120,10,,,82842
24156,SEQUOIA,,386,38,,,82842
24157,TAHOE,,76,6,,,82842
24158,EXPLORER,,119,10,,,82843
24159,EXPLORER,,119,10,,,82844
24160,SEQUOIA,,386,38,,,82844
24161,TAHOE,,76,6,,,82844
24162,FORD,,131,10,,,82845
24164,EXPEDITION,,118,10,,,82849
24165,NAVIGATOR,,250,22,,,82853
24166,EXPEDITION,,118,10,,,82854
24167,CONTINENTAL,,243,22,,,82855
24168,FORD,,120,10,,,82855
24169,FORD,,120,10,,,82856
24170,FORD,,120,10,,,82857
24171,EXPEDITION,,118,10,,,82858
24172,FORD,,120,10,,,82860
24173,EXPEDITION,,118,10,,,82862
24174,EXPEDITION,,118,10,,,82863
24175,NISSAN,,303,28,,,82863
24176,PILOT,,156,12,,,82863
24177,SEQUOIA,,386,38,,,82863
24178,BMW,,,3,,,82864
24179,LINCOLN,,,22,,,82865
24180,EXPEDITION,,118,10,,,82869
24181,DODGE,2004,,9,88,,82870
24182,DURANGO,,103,9,,,82870
24183,LEXUS,,,21,,,82870
24184,FORD,,120,10,,,82872
24185,DODGE,,,9,,,82959
24186,FORD,,120,10,,,82959
24187,NISSAN,,303,28,,,82959
24188,TOYOTA,,,38,,,82959
24189,NAVIGATOR,,250,22,,,82963
24190,FORD,,131,10,,,82964
24191,EXPEDITION,,118,10,,,82965
24193,FORD,,120,10,,,82968
24194,FORD,,131,10,,,82972
24195,JEEP,,197,18,,,82972
24196,EXPEDITION,,118,10,,,82973
24198,EXPEDITION,,118,10,,,82976
24199,SUBURBAN,,75,6,,,82979
24200,YUKON,,144,11,,,82979
24202,FORD,,120,10,,,82981
24203,CONTINENTAL,,243,22,,,82982
24204,FORD,,120,10,,,82982
24205,FORD,,131,10,,,82983
24207,ESCALADE,,44,5,,,82987
24208,NAVIGATOR,,250,22,,,82987
24209,TOYOTA,,384,38,,,82987
24210,EXPEDITION,,118,10,,,82988
24211,PATHFINDER,,308,28,,,82989
24212,FORD,,131,10,,,82990
24213,LEXUS,,,21,,,82991
24214,EXPEDITION,,118,10,,,82992
24215,NAVIGATOR,,250,22,,,82992
24216,FORD,,120,10,,,82994
24217,FORD,,120,10,,,82995
24218,GMC,,,11,,,82995
24219,FORD,,120,10,,,82996
24220,FORD,,120,10,,,82997
24221,EXPLORER,,119,10,,,83000
24222,FORD,,120,10,,,83006
24223,TOYOTA,,384,38,,,83006
24224,FORD,,131,10,,,83007
24226,PONTIAC,,326,30,,,83007
24227,ACURA,,,1,,,83010
24228,FORD,,120,10,,,83010
24229,GMC,,,11,,,83010
24230,ROVER,,217,20,,,83010
24231,TOYOTA,,384,38,,,83010
24232,FORD,,131,10,,,83011
24233,FORD,,120,10,,,83016
24234,BMW,,16,3,,,83020
24235,FORD,,120,10,,,83020
24236,FORD,,134,10,,,83022
24238,CUBE,,301,28,,,83026
24239,EXPEDITION,,118,10,,,83027
24240,WRANGLER,,200,18,,,83037
24241,FORD,,131,10,,,83038
24242,SIENNA,,387,38,,,83038
24243,FORD,,131,10,,,83039
24244,TAHOE,,76,6,,,83041
24245,YUKON,,144,11,,,83041
24246,EXPEDITION,,118,10,,,83044
24248,GMC,,145,11,,,83045
24249,FORD,,131,10,,,83054
24250,FORD,,120,10,,,83055
24251,MOUNTAINEER,,285,25,,,83055
24252,BMW,,,3,,,83059
24253,EXPEDITION,,118,10,,,83059
24254,HONDA,,149,12,,,83059
24255,LEXUS,,,21,,,83059
24256,MAZDA,,253,23,,,83059
24257,MERCEDES,,275,24,,,83059
24258,NISSAN,,303,28,,,83059
24259,PORSCHE,,,31,,,83059
24260,SUZUKI,,,37,,,83059
24261,FORD,,131,10,,,83060
24264,NAVIGATOR,,250,22,,,83063
24265,JEEP,,197,18,,,83068
24266,CADILLAC,,46,5,,,83070
24267,LEXUS,,227,21,,,83070
24268,FORD,,131,10,,,83072
24269,HONDA,,148,12,,,83072
24270,SEQUOIA,,386,38,,,83072
24271,FORD,,131,10,,,83076
24273,FORD,,131,10,,,83084
24274,FORD,,120,10,,,83085
24275,FORD,,120,10,,,83087
24276,FORD,,120,10,,,83089
24277,FORD,,131,10,,,83091
24278,EXPEDITION,,118,10,,,83093
24279,FORD,,131,10,,,83095
24280,FORD,,131,10,,,83099
24282,TOYOTA,,380,38,,,83099
24283,FORD,,120,10,,,83100
24284,MERCEDES,,275,24,,,83100
24285,FORD,,120,10,,,83101
24286,DODGE,,,9,,,83102
24287,FORD,,131,10,,,83102
24288,RAM,,343,32,,,83102
24289,FORD,,120,10,,,83103
24290,FORD,,131,10,,,83110
24291,FORD,,120,10,,,83117
24292,FORD,,131,10,,,83121
24293,EXPEDITION,,118,10,,,83122
24294,FORD,,131,10,,,83124
24295,FORD,,120,10,,,83219
24296,FORD,,134,10,,,83220
24297,EXPEDITION,,118,10,,,83225
24298,FORD,,120,10,,,83227
24299,FORD,,120,10,,,83230
24300,EXPEDITION,,118,10,,,83231
24301,SEQUOIA,,386,38,,,83231
24302,TAHOE,,76,6,,,83231
24303,FORD,,131,10,,,83675
24304,EXPEDITION,,118,10,,,83677
24305,PILOT,,156,12,,,83677
24307,TOYOTA,,384,38,,,83683
24308,FORD,,120,10,,,83684
24309,SUBURBAN,,75,6,,,83684
24310,ODYSSEY,,154,12,,,83685
24311,FORD,,131,10,,,83686
24312,EXPEDITION,,118,10,,,83687
24313,SUBURBAN,,75,6,,,83687
24315,FORD,,120,10,,,83709
24318,TOYOTA,,,38,,,83711
24319,FORD,,120,10,,,83712
24320,FORD,,120,10,,,83714
24321,FORD,,134,10,,,83715
24323,SUBURBAN,,75,6,,,83715
24324,FORD,,120,10,,,83716
24325,FORD,,120,10,,,83718
24326,INFINITI,,,15,,,83718
24327,TAHOE,,76,6,,,83718
24328,EXPEDITION,,118,10,,,83719
24329,LINCOLN,,251,22,,,83719
24330,EXPEDITION,,118,10,,,83720
24331,EXPLORER,,119,10,,,83729
24332,EDGE,,115,10,,,83730
24333,ENVOY,,137,11,,,83731
24335,FORD,,131,10,,,83732
24337,FORD,,131,10,,,83735
24338,FORD,,131,10,,,83739
24339,MAZDA,,255,23,,,83739
24340,FORD,,120,10,,,83740
24341,EXPLORER,,119,10,,,83741
24345,FORD,,131,10,,,83743
24347,FORD,,131,10,,,83744
24348,HYUNDAI,,166,14,,,83744
24349,FORD,,131,10,,,83773
24350,FORD,,131,10,,,83775
24351,TOYOTA,,384,38,,,83775
24352,FORD,,120,10,,,83777
24353,INFINITI,2012,,15,157,,83777
24354,FORD,,120,10,,,83778
24355,NAVIGATOR,,250,22,,,83778
24356,FORD,,131,10,,,83779
24358,FORD,,120,10,,,83780
24359,DURANGO,,103,9,,,83781
24360,FORD,,131,10,,,83781
24363,LEXUS,,,21,,,83782
24365,FORD,,120,10,,,83783
24367,EXPLORER,,119,10,,,83784
24368,FORD,,131,10,,,83785
24372,FORD,,120,10,,,83790
24373,AUDI,,,2,,,83791
24374,FORD,,131,10,,,83791
24375,FORD,,131,10,,,83809
24377,FORD,,120,10,,,83810
24378,FORD,,131,10,,,83811
24380,DURANGO,,103,9,,,83812
24381,FORD,,131,10,,,83812
24382,PILOT,,156,12,,,83812
24383,DODGE,2004,,9,88,,83813
24384,FORD,,120,10,,,83813
24385,EXPLORER,,119,10,,,83814
24386,FORD,,131,10,,,83815
24389,TOYOTA,,384,38,,,83816
24391,FORD,,131,10,,,83817
24392,FORD,,112,10,,,83819
24394,EXPLORER,,119,10,,,83820
24395,FORD,,120,10,,,83824
24396,GMC,,,11,,,83824
24397,SUBURBAN,,75,6,,,83824
24398,FORD,,120,10,,,83825
24399,I,,290,27,,,83825
24400,FORD,,131,10,,,83826
24402,I,,290,27,,,83826
24403,FORD,,131,10,,,83828
24405,FORD,,131,10,,,83829
24407,FORD,,120,10,,,83831
24408,MKX,,248,22,,,83831
24409,EXPLORER,,119,10,,,83833
24410,FORD,,131,10,,,83834
24412,FORD,,120,10,,,83835
24414,FORD,,131,10,,,83836
24416,FORD,,131,10,,,83837
24418,FORD,,120,10,,,83838
24419,ACADIA,,135,11,,,83839
24420,BUICK,,33,4,,,83839
24421,FORD,,131,10,,,83839
24422,SUBURBAN,,75,6,,,83839
24423,X5,,22,3,,,83839
24424,FORD,,120,10,,,83840
24425,FORD,,131,10,,,83842
24426,MKX,,248,22,,,83842
24427,ACADIA,,135,11,,,83843
24428,DURANGO,,103,9,,,83843
24429,FORD,,131,10,,,83843
24430,MERCEDES,,275,24,,,83843
24431,PILOT,,156,12,,,83843
24432,TOYOTA,,384,38,,,83843
24433,X5,,22,3,,,83843
24434,FORD,,133,10,,,83845
24435,MDX,,3,1,,,83845
24437,FORD,,131,10,,,83847
24438,FLEX,,123,10,,,83848
24439,BUICK,,33,4,,,83849
24440,FORD,,131,10,,,83849
24441,BMW,,,3,,,83850
24442,EXPLORER,,119,10,,,83850
24443,FORD,,120,10,,,83851
24444,FORD,,131,10,,,83852
24445,MERCEDES,,275,24,,,83852
24446,EXPLORER,,119,10,,,83853
24449,EXPLORER,,119,10,,,83859
24450,HIGHLANDER,,379,38,,,83859
24451,FORD,,131,10,,,83863
24453,FORD,,131,10,,,83866
24454,EXPLORER,,119,10,,,83869
24456,FORD,,120,10,,,83899
24457,EXPLORER,,119,10,,,83901
24458,EXPLORER,,119,10,,,83902
24459,EXPLORER,,119,10,,,83903
24460,GMC,,,11,,,83903
24461,FORD,,120,10,,,83904
24462,EXPLORER,,119,10,,,83905
24463,MDX,,3,1,,,83905
24464,FORD,,120,10,,,83934
24465,EXPLORER,,119,10,,,83937
24466,FORD,,120,10,,,83938
24467,FORD,,120,10,,,83939
24468,EXPLORER,,119,10,,,83940
24469,H3,,159,13,,,83940
24470,JEEP,,,18,,,83940
24471,NISSAN,,308,28,,,83940
24472,TOYOTA,,384,38,,,83940
24473,EXPLORER,,119,10,,,83941
24474,EXPLORER,,119,10,,,83942
24475,EXPLORER,,119,10,,,83943
24476,TAHOE,,76,6,,,83943
24477,FORD,,131,10,,,83944
24479,EXPLORER,,119,10,,,83947
24480,FORD,,120,10,,,83948
24481,EXPLORER,,119,10,,,84051
24482,FORD,,131,10,,,84052
24483,VOLVO,,412,40,,,84052
24484,FORD,,120,10,,,84054
24485,EXPLORER,,119,10,,,84055
24486,EXPLORER,,119,10,,,84056
24487,FORD,,120,10,,,84057
24488,FORD,,120,10,,,84058
24489,I,,290,27,,,84058
24490,EXPLORER,,119,10,,,84059
24491,FORD,,131,10,,,84060
24493,FORD,,120,10,,,84061
24494,FORD,,131,10,,,84062
24495,EXPLORER,,119,10,,,84063
24496,FORD,,120,10,,,84064
24497,MERCEDES,,275,24,,,84064
24498,DURANGO,,103,9,,,84065
24499,FORD,,120,10,,,84066
24500,FORD,,120,10,,,84067
24501,MAZDA,,,23,,,84068
24502,EXPLORER,,119,10,,,84070
24503,FORD,,131,10,,,84071
24504,FORD,,120,10,,,84075
24505,FORD,,131,10,,,84076
24506,FORD,,131,10,,,84078
24507,FORD,,120,10,,,84080
24508,FORD,,131,10,,,84081
24509,EXPLORER,,119,10,,,84082
24511,FORD,,134,10,,,84084
24512,EXPLORER,,119,10,,,84085
24513,JEEP,,197,18,,,84085
24515,LEXUS,,,21,,,84087
24517,FORD,,120,10,,,84098
24518,EXPLORER,,119,10,,,84099
24520,VOLVO,,412,40,,,84100
24522,EXPLORER,,119,10,,,84102
24523,FORD,,120,10,,,84106
24525,FORD,,131,10,,,84108
24528,EXPLORER,,119,10,,,84109
24529,FORD,,131,10,,,84175
24530,PILOT,,156,12,,,84175
24531,TOYOTA,,384,38,,,84175
24532,FORD,,131,10,,,84176
24533,TOYOTA,,384,38,,,84176
24534,FORD,,131,10,,,84177
24535,JEEP,,197,18,,,84177
24536,LEXUS,,236,21,,,84177
24537,TAHOE,,76,6,,,84177
24538,TOYOTA,,384,38,,,84177
24539,EXPLORER,,119,10,,,84181
24540,CADILLAC,,46,5,,,84182
24541,FORD,,120,10,,,84182
24542,JEEP,,197,18,,,84182
24543,MDX,,3,1,,,84182
24544,MERCEDES,,275,24,,,84182
24545,PILOT,,156,12,,,84182
24546,TAHOE,,76,6,,,84182
24547,TOYOTA,,384,38,,,84182
24548,FORD,,131,10,,,84183
24549,FORD,,120,10,,,84185
24550,FORD,,131,10,,,84187
24551,EXPLORER,,119,10,,,84188
24552,SIERRA,,141,11,,,84188
24553,FORD,,120,10,,,84189
24554,PATHFINDER,,308,28,,,84189
24555,FORD,,120,10,,,84190
24556,EXPLORER,,119,10,,,84194
24557,FORD,,131,10,,,84197
24558,EXPLORER,,119,10,,,84200
24559,MITSUBISHI,,295,27,,,84200
24560,EXPLORER,,119,10,,,84201
24561,FORD,,128,10,,,84202
24562,PILOT,,156,12,,,84202
24563,PILOT,,156,12,,,84203
24564,TAHOE,,76,6,,,84203
24565,TOYOTA,,384,38,,,84203
24566,EXPLORER,,119,10,,,84204
24567,JEEP,,197,18,,,84204
24568,FORD,,131,10,,,84205
24569,EXPLORER,,119,10,,,84206
24570,FORD,,131,10,,,84212
24571,FORD,,131,10,,,84213
24572,FORD,,120,10,,,84216
24573,FORD,,131,10,,,84217
24574,EXPLORER,,119,10,,,84219
24575,CHEROKEE,,197,18,,,84222
24577,FORD,,120,10,,,84228
24578,FORD,,131,10,,,84230
24579,EXPLORER,,119,10,,,84231
24580,EXPLORER,,119,10,,,84232
24581,LIBERTY,,198,18,,,84232
24584,FORD,,131,10,,,84233
24587,FORD,,131,10,,,84234
24588,EXPLORER,,119,10,,,84236
24589,LIBERTY,,198,18,,,84236
24590,EXPLORER,,119,10,,,84238
24591,FORD,,131,10,,,84239
24592,DEVILLE,,41,5,,,84240
24593,EXPLORER,,119,10,,,84240
24594,FORD,,131,10,,,84241
24596,FORD,,131,10,,,84243
24597,EXPLORER,,119,10,,,84367
24598,HONDA,,156,12,,,84367
24599,NISSAN,,308,28,,,84367
24600,TOYOTA,,384,38,,,84367
24601,EXPLORER,,119,10,,,84369
24602,EXPLORER,,119,10,,,84370
24603,FORD,,131,10,,,84372
24604,EXPLORER,,119,10,,,84377
24605,FORD,,120,10,,,84378
24606,JEEP,,197,18,,,84384
24607,FORD,,120,10,,,84385
24608,FORD,,120,10,,,84388
24609,TRAILBLAZER,,78,6,,,84390
24610,EXPLORER,,119,10,,,84392
24611,PRIUS,,383,38,,,84392
24612,FORD,,131,10,,,84394
24614,EXPLORER,,119,10,,,84399
24615,EXPLORER,,119,10,,,84408
24616,RANGER,,129,10,,,84409
24617,FORD,,120,10,,,84410
24618,VOLVO,,412,40,,,84411
24621,FORD,,131,10,,,84416
24623,EXPLORER,,119,10,,,84417
24624,CHRYSLER,,,7,,,84418
24625,FORD,,120,10,,,84418
24626,HONDA,2004,,12,124,,84418
24627,TOYOTA,,384,38,,,84418
24628,FORD,,120,10,,,84419
24629,ENVOY,,137,11,,,84420
24630,FORD,,131,10,,,84420
24631,EXPLORER,,119,10,,,84421
24632,TOYOTA,,384,38,,,84421
24634,EXPLORER,,119,10,,,84422
24635,FORD,,120,10,,,84423
24636,FORD,,120,10,,,84427
24637,EXPLORER,,119,10,,,84429
24638,FORD,,120,10,,,84430
24639,EXPLORER,,119,10,,,84436
24640,FORD,,120,10,,,84437
24642,FORD,,120,10,,,84439
24643,FORD,,120,10,,,84440
24644,EXPLORER,,119,10,,,84446
24645,FORD,,131,10,,,84447
24647,HONDA,,148,12,,,84447
24648,PATHFINDER,,308,28,,,84447
24649,FORD,,120,10,,,84453
24650,DURANGO,,103,9,,,84456
24651,FORD,,120,10,,,84456
24653,EXPLORER,,119,10,,,84459
24654,I,,290,27,,,84459
24656,FORD,,131,10,,,84460
24657,FORD,,120,10,,,84461
24658,RODEO,,186,16,,,84462
24659,EXPLORER,,119,10,,,84464
24661,FORD,,120,10,,,84465
24662,EXPLORER,,119,10,,,84466
24663,EXPLORER,,119,10,,,84467
24664,RAINIER,,34,4,,,84467
24665,FORD,,120,10,,,84470
24666,EXPLORER,,119,10,,,84472
24667,FORD,,120,10,,,84477
24668,FORD,,120,10,,,84479
24669,HONDA,,,12,,,84479
24670,TOYOTA,,,38,,,84479
24671,FORD,,131,10,,,84480
24672,JEEP,,197,18,,,84480
24673,FORD,,120,10,,,84482
24674,JEEP,,197,18,,,84484
24675,EXPLORER,,119,10,,,84490
24676,FORD,,134,10,,,84492
24677,DURANGO,,103,9,,,84497
24678,EXPLORER,,119,10,,,84498
24681,FORD,,131,10,,,84500
24683,EXPLORER,,119,10,,,84501
24684,EXPLORER,,119,10,,,84502
24685,I,,290,27,,,84502
24686,FORD,,120,10,,,84505
24687,EXPLORER,,119,10,,,84507
24688,TRAILBLAZER,,78,6,,,84507
24689,FORD,,120,10,,,84517
24690,EXPLORER,,119,10,,,84518
24691,LEXUS,,236,21,,,84520
24692,FORD,,131,10,,,84524
24693,EXPLORER,,119,10,,,84525
24694,FORD,,120,10,,,84526
24695,GMC,,,11,,,84526
24696,SUBURBAN,,75,6,,,84529
24697,FORD,,120,10,,,84531
24698,FORD,,120,10,,,84763
24699,NISSAN,,303,28,,,84763
24700,TOYOTA,,384,38,,,84763
24702,FORD,,120,10,,,84764
24704,I,,290,27,,,84764
24705,TOYOTA,,380,38,,,84764
24706,FORD,,120,10,,,84765
24708,FORD,,131,10,,,84768
24710,FORD,,120,10,,,84769
24711,RODEO,,186,16,,,84770
24712,FORD,,120,10,,,84772
24713,EXPLORER,,119,10,,,84774
24714,HONDA,,148,12,,,84774
24715,I,,290,27,,,84774
24716,TOYOTA,,384,38,,,84774
24717,FORD,,131,10,,,84777
24718,FORD,,120,10,,,84779
24719,FORD,,120,10,,,84782
24720,HONDA,,148,12,,,84782
24721,TOYOTA,,,38,,,84782
24722,FORD,,120,10,,,84785
24723,FORD,,131,10,,,84789
24724,EXPLORER,,119,10,,,84790
24725,FORD,,120,10,,,84792
24726,FORD,,131,10,,,84795
24728,EXPLORER,,119,10,,,84796
24729,RANGER,,129,10,,,84797
24730,FORD,,131,10,,,84801
24731,FORD,,120,10,,,84804
24732,EXPEDITION,,118,10,,,84805
24733,EXPLORER,,119,10,,,84808
24734,JEEP,,,18,,,84811
24735,EXPLORER,,119,10,,,84812
24736,EXPLORER,,119,10,,,84813
24737,JEEP,,197,18,,,84813
24738,FORD,,120,10,,,84814
24739,EXPLORER,,119,10,,,84815
24741,TOYOTA,,384,38,,,84819
24742,DURANGO,,103,9,,,84820
24743,EXPLORER,,119,10,,,84820
24745,EXPLORER,,119,10,,,84828
24746,EXPLORER,,119,10,,,84831
24747,EXPLORER,,119,10,,,84838
24748,EXPLORER,,119,10,,,84846
24749,FORD,,131,10,,,84848
24750,EXPLORER,,119,10,,,84854
24751,EXPLORER,,119,10,,,84857
24752,EXPEDITION,,118,10,,,84861
24753,FORD,,120,10,,,84863
24754,EXPLORER,,119,10,,,84864
24755,LEXUS,,236,21,,,84867
24756,EXPLORER,,119,10,,,84868
24757,FORD,,120,10,,,84870
24758,FORD,,120,10,,,84871
24759,FORD,,120,10,,,84872
24760,GMC,,137,11,,,84873
24761,JEEP,,197,18,,,84873
24762,INFINITI,,,15,,,84876
24763,MITSUBISHI,,290,27,,,84876
24764,TOYOTA,,384,38,,,84876
24765,FORD,,131,10,,,84877
