,ACURA,AUDI,BMW,BUICK,CADILLAC,CHEVROLET,CHRYSLER,DAEWOO,DODGE,FORD,GMC,HONDA,HUMMER,HYUNDAI,INFINITI,ISUZU,JAGUAR,JEEP,KIA,LAND ROVER,LEXUS,LINCOLN,MAZDA,MERCEDES-BENZ,MERCURY,MINI,MITSUBISHI,NISSAN,OLDSMOBILE,PONTIAC,PORSCHE,RAM,SAAB,SATURN,SCION,SUBARU,SUZUKI,TOYOTA,VOLKSWAGEN,VOLVO
LEXUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4133012816046673,0.4249980963608175,3.015391429329306,0.355039561980436,0.21673926748805686,0.6542368087487174,0.5745514309742573,0.5262939389357052,0.2297314812814586,1.1124374540510225,0.09651560908206028,0.9584476067812667,0.37736566940558613,0.26109913312958133,0.38950792171993853,0.07455830801589157,0.8444199679964454,0.45996170119256485,1.750417129814713
LINCOLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3697284706045962,1.716126303934938,4.11051064378051,0.21065924487936294,0.8098522625991403,0.3739513222710585,1.065687944683836,0.2283617024322506,0.3948315771586383,0.7621910542884394,0.37912366343012405,0.27786342115989593,0.0,0.20506489836754704,0.24155593412833617,0.4566127198160648,0.28842499597413274,0.8966384610728214
MAZDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42233147066756466,0.9118933287600755,1.1095189679721127,1.3753367183822605,1.1492963622293795,0.9244711677774559,1.0533940177056045,0.35756698262737185,0.07265839044020689,0.7383135100336717,0.809216107640433,1.6598342812235587,1.2608777106386968,0.7109623504574244,1.168004609745489,1.3031517290395314,0.7122919621200484
MERCEDES-BENZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3602239014517463,0.43614318300771027,0.6209985718321702,0.4424106674634424,0.3782350965243336,0.2851772553159658,2.2457378600564653,0.17340875514869664,1.9543088943484501,0.2301123542249269,0.16679628121695647,0.38257127017480846,0.3572220356063151,0.3791822883808854,0.959700991181145,1.971974435136384
MERCURY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12989178229431309,0.5918248093939562,0.7009544701326244,1.0513593672763224,0.8761328060636019,0.22472475997943184,0.4338133311577058,0.5343231462988783,0.8223823271639944,0.5215887911584868,0.5446746395554304,0.29788515406162464,0.6930359832760958,0.3556837660437309,0.510336241095423
MINI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7677378523024796,0.35734092632832076,0.5455454856361149,0.8442965849130349,0.9328690617750833,0.3001382930684127,1.1090311815622067,0.2844869096875446,1.984766650076916,0.7671362292575756,0.30914244186046513,0.442024494783927,1.445740772879787,0.7061629382599457
MITSUBISHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9594451740016786,0.9321240747954811,0.6658029105682008,0.5755781518016243,0.6837587603677747,0.39477103317197754,1.0126603573314914,0.9248701909449326,1.1957592252491733,1.056407284768212,0.908856739864404,0.5956525320417778,0.7373401099270515
NISSAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361544937226301,0.3812208521773922,0.31647628920180343,0.8950869805117161,0.34124036355760207,0.41073849682698743,0.6662153790467971,0.6727672443442332,0.8487697812026971,1.2944654746455388,0.7455311854105008,0.44013311339278666
OLDSMOBILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8912382600098865,0.3146146639712046,0.6073386636207881,0.5610393036138223,1.4391690725369903,0.0,0.3268047837332582,0.0,0.42448453975660866,0.6224465905765291,0.4763138250223947
PONTIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5992660266118183,0.6507199967365587,0.3339519664367989,1.2678394210444914,0.2607943955792434,0.4668639767617975,0.3723564425770308,0.6244542974310655,0.4297845506361749,0.17011208036514097
PORSCHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08654448685292035,0.31978770029958015,0.24609429237011402,0.3121663008274598,0.442405470016104,0.35656328583403185,0.13825864544820687,0.8337549469750993,0.7805478021113007
RAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543312000232197,0.1583551730299601,0.8034830569302255,0.17979551208625857,0.17207928802588995,0.8090326006225702,0.10273390329903878,0.06551241929919668
SAAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5851330160389557,0.5566732389942594,1.9100249692033477,0.3179222720478326,0.24655091781720598,1.360264447567841,5.507156108442786
SATURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7615836337160726,0.5325614765591823,0.733976226993865,0.5415340124305114,0.5193419406037298,0.4036248287191305
SCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594479519047853,1.6551750972762647,1.514246544684845,0.6999496680024004,0.393839252207233
SUBARU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9259468872442316,0.7652020887396792,1.418863886921509,1.2338124766579228
SUZUKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9106204055254867,0.4232636815920398,0.33738895939086294
TOYOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577846047249816,0.48731840971876805
VOLKSWAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691980453064626
VOLVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
